bin,bin_order,bin_label_en,bin_label_es,side,horizon,spec,fe_name,nobs,estimate,se,p,pct,ci_low,ci_high,stars
25_30,5,25–30 °C,25–30 °C,hot,24,4,(4) agem + state^year + yday + weekday,2761626,0.0309691,0.00857154,3.03e-4,3.09691,1.41689,4.77693,***
25_30,5,25–30 °C,25–30 °C,hot,24,5,(5) agem^year^month + weekday,2643528,0.0339009,0.00726854,3.1e-6,3.39009,1.96546,4.81473,***
25_30,5,25–30 °C,25–30 °C,hot,24,6,(6) agem^weekday + agem^year^month,2642643,0.0347907,0.00726588,1.68e-6,3.47907,2.05496,4.90318,***
25_30,5,25–30 °C,25–30 °C,hot,24,7,(7) agem^year^month + date,2643528,0.00275017,0.00761906,0.718,0.275017,-1.21832,1.76835,
25_30,5,25–30 °C,25–30 °C,hot,25,1,(1) agem + date,2761626,0.0107594,0.00925187,0.245,1.07594,-0.737426,2.88931,
25_30,5,25–30 °C,25–30 °C,hot,25,2,(2) agem^yday + agem^year + date,2738859,0.0128691,0.0123242,0.296,1.28691,-1.12864,3.70245,
25_30,5,25–30 °C,25–30 °C,hot,25,3,(3) agem^week + state^year + weekday,2748411,0.0132954,0.0177847,0.455,1.32954,-2.15626,4.81535,
25_30,5,25–30 °C,25–30 °C,hot,25,4,(4) agem + state^year + yday + weekday,2761626,0.0306488,0.00880673,5.01e-4,3.06488,1.33876,4.791,***
25_30,5,25–30 °C,25–30 °C,hot,25,5,(5) agem^year^month + weekday,2643528,0.0340686,0.00792113,1.7e-5,3.40686,1.85432,4.9594,***
25_30,5,25–30 °C,25–30 °C,hot,25,6,(6) agem^weekday + agem^year^month,2642643,0.0352071,0.00789785,8.28e-6,3.52071,1.97273,5.06869,***
25_30,5,25–30 °C,25–30 °C,hot,25,7,(7) agem^year^month + date,2643528,0.00151817,0.0081754,0.853,0.151817,-1.45056,1.75419,
25_30,5,25–30 °C,25–30 °C,hot,26,1,(1) agem + date,2761626,0.0130738,0.00941824,0.165,1.30738,-0.538598,3.15335,
25_30,5,25–30 °C,25–30 °C,hot,26,2,(2) agem^yday + agem^year + date,2738859,0.0137491,0.0128587,0.285,1.37491,-1.1454,3.89522,
25_30,5,25–30 °C,25–30 °C,hot,26,3,(3) agem^week + state^year + weekday,2748411,0.0141221,0.0185844,0.447,1.41221,-2.23034,5.05476,
25_30,5,25–30 °C,25–30 °C,hot,26,4,(4) agem + state^year + yday + weekday,2761626,0.033728,0.00887579,1.45e-4,3.3728,1.63315,5.11246,***
25_30,5,25–30 °C,25–30 °C,hot,26,5,(5) agem^year^month + weekday,2643528,0.0368972,0.00784953,2.59e-6,3.68972,2.15121,5.22823,***
25_30,5,25–30 °C,25–30 °C,hot,26,6,(6) agem^weekday + agem^year^month,2642643,0.037663,0.00782886,1.5e-6,3.7663,2.23185,5.30076,***
25_30,5,25–30 °C,25–30 °C,hot,26,7,(7) agem^year^month + date,2643528,0.00292034,0.00820029,0.722,0.292034,-1.31522,1.89929,
25_30,5,25–30 °C,25–30 °C,hot,27,1,(1) agem + date,2761626,0.0100587,0.00971281,0.3,1.00587,-0.89784,2.90958,
25_30,5,25–30 °C,25–30 °C,hot,27,2,(2) agem^yday + agem^year + date,2738859,0.0107153,0.0132201,0.418,1.07153,-1.51961,3.66267,
25_30,5,25–30 °C,25–30 °C,hot,27,3,(3) agem^week + state^year + weekday,2748411,0.00963837,0.0191952,0.616,0.963837,-2.79842,4.72609,
25_30,5,25–30 °C,25–30 °C,hot,27,4,(4) agem + state^year + yday + weekday,2761626,0.0313332,0.00918651,6.48e-4,3.13332,1.33276,4.93388,***
25_30,5,25–30 °C,25–30 °C,hot,27,5,(5) agem^year^month + weekday,2643528,0.0343542,0.0078616,1.24e-5,3.43542,1.89455,4.97629,***
25_30,5,25–30 °C,25–30 °C,hot,27,6,(6) agem^weekday + agem^year^month,2642643,0.035506,0.00786418,6.33e-6,3.5506,2.00922,5.09197,***
25_30,5,25–30 °C,25–30 °C,hot,27,7,(7) agem^year^month + date,2643528,-7.12835e-4,0.0083064,0.932,-0.0712835,-1.69934,1.55677,
25_30,5,25–30 °C,25–30 °C,hot,28,1,(1) agem + date,2761626,0.0136567,0.0100657,0.175,1.36567,-0.607202,3.33854,
25_30,5,25–30 °C,25–30 °C,hot,28,2,(2) agem^yday + agem^year + date,2738859,0.0133426,0.013746,0.332,1.33426,-1.35995,4.02847,
25_30,5,25–30 °C,25–30 °C,hot,28,3,(3) agem^week + state^year + weekday,2748411,0.0120126,0.0200432,0.549,1.20126,-2.7272,5.12972,
25_30,5,25–30 °C,25–30 °C,hot,28,4,(4) agem + state^year + yday + weekday,2761626,0.0363478,0.00938617,1.08e-4,3.63478,1.79509,5.47446,***
25_30,5,25–30 °C,25–30 °C,hot,28,5,(5) agem^year^month + weekday,2643528,0.03925,0.00808863,1.22e-6,3.925,2.33963,5.51037,***
25_30,5,25–30 °C,25–30 °C,hot,28,6,(6) agem^weekday + agem^year^month,2642643,0.0408715,0.00811167,4.69e-7,4.08715,2.49726,5.67704,***
25_30,5,25–30 °C,25–30 °C,hot,28,7,(7) agem^year^month + date,2643528,0.00252555,0.00868248,0.771,0.252555,-1.44921,1.95432,
25_30,5,25–30 °C,25–30 °C,hot,29,1,(1) agem + date,2761626,0.0132195,0.0104678,0.207,1.32195,-0.729735,3.37363,
25_30,5,25–30 °C,25–30 °C,hot,29,2,(2) agem^yday + agem^year + date,2738859,0.0124053,0.0140486,0.377,1.24053,-1.51299,3.99405,
25_30,5,25–30 °C,25–30 °C,hot,29,3,(3) agem^week + state^year + weekday,2748411,0.00905487,0.0206218,0.661,0.905487,-3.13639,4.94736,
25_30,5,25–30 °C,25–30 °C,hot,29,4,(4) agem + state^year + yday + weekday,2761626,0.0363495,0.00960146,1.53e-4,3.63495,1.75306,5.51684,***
25_30,5,25–30 °C,25–30 °C,hot,29,5,(5) agem^year^month + weekday,2643528,0.0391493,0.00804932,1.15e-6,3.91493,2.33727,5.4926,***
25_30,5,25–30 °C,25–30 °C,hot,29,6,(6) agem^weekday + agem^year^month,2642643,0.0406015,0.00803586,4.36e-7,4.06015,2.48512,5.63518,***
25_30,5,25–30 °C,25–30 °C,hot,29,7,(7) agem^year^month + date,2643528,0.00185514,0.00875132,0.832,0.185514,-1.52975,1.90077,
25_30,5,25–30 °C,25–30 °C,hot,30,1,(1) agem + date,2761626,0.0163596,0.0113705,0.15,1.63596,-0.592664,3.86459,
25_30,5,25–30 °C,25–30 °C,hot,30,2,(2) agem^yday + agem^year + date,2738859,0.0128953,0.0147927,0.383,1.28953,-1.60984,4.18889,
25_30,5,25–30 °C,25–30 °C,hot,30,3,(3) agem^week + state^year + weekday,2748411,0.00775972,0.0220008,0.724,0.775972,-3.53619,5.08813,
25_30,5,25–30 °C,25–30 °C,hot,30,4,(4) agem + state^year + yday + weekday,2761626,0.042193,0.0102467,3.83e-5,4.2193,2.21095,6.22765,***
25_30,5,25–30 °C,25–30 °C,hot,30,5,(5) agem^year^month + weekday,2643528,0.0435882,0.00838447,2.01e-7,4.35882,2.71546,6.00217,***
25_30,5,25–30 °C,25–30 °C,hot,30,6,(6) agem^weekday + agem^year^month,2642643,0.0446652,0.0083735,9.6e-8,4.46652,2.82531,6.10773,***
25_30,5,25–30 °C,25–30 °C,hot,30,7,(7) agem^year^month + date,2643528,0.00471085,0.00903008,0.602,0.471085,-1.29881,2.24098,
30_45,6,>30 °C,>30 °C,hot,0,1,(1) agem + date,2761626,0.0296143,0.00453775,6.75e-11,2.96143,2.07203,3.85083,***
30_45,6,>30 °C,>30 °C,hot,0,2,(2) agem^yday + agem^year + date,2738859,0.0320952,0.00414442,9.62e-15,3.20952,2.39722,4.02183,***
30_45,6,>30 °C,>30 °C,hot,0,3,(3) agem^week + state^year + weekday,2748411,0.0411261,0.00438964,7.33e-21,4.11261,3.25224,4.97298,***
30_45,6,>30 °C,>30 °C,hot,0,4,(4) agem + state^year + yday + weekday,2761626,0.0376034,0.00466121,7.19e-16,3.76034,2.84674,4.67394,***
30_45,6,>30 °C,>30 °C,hot,0,5,(5) agem^year^month + weekday,2643528,0.0369576,0.00336695,4.95e-28,3.69576,3.03583,4.35568,***
30_45,6,>30 °C,>30 °C,hot,0,6,(6) agem^weekday + agem^year^month,2642643,0.0373507,0.0033501,7.23e-29,3.73507,3.07845,4.39169,***
30_45,6,>30 °C,>30 °C,hot,0,7,(7) agem^year^month + date,2643528,0.0300154,0.00341683,1.57e-18,3.00154,2.33184,3.67124,***
30_45,6,>30 °C,>30 °C,hot,1,1,(1) agem + date,2761626,0.0247648,0.00567791,1.29e-5,2.47648,1.36361,3.58935,***
30_45,6,>30 °C,>30 °C,hot,1,2,(2) agem^yday + agem^year + date,2738859,0.0270558,0.00463954,5.49e-9,2.70558,1.79623,3.61493,***
30_45,6,>30 °C,>30 °C,hot,1,3,(3) agem^week + state^year + weekday,2748411,0.0395582,0.00534465,1.35e-13,3.95582,2.90826,5.00337,***
30_45,6,>30 °C,>30 °C,hot,1,4,(4) agem + state^year + yday + weekday,2761626,0.0348062,0.00596467,5.37e-9,3.48062,2.31155,4.6497,***
30_45,6,>30 °C,>30 °C,hot,1,5,(5) agem^year^month + weekday,2643528,0.0341892,0.00382541,3.98e-19,3.41892,2.66914,4.1687,***
30_45,6,>30 °C,>30 °C,hot,1,6,(6) agem^weekday + agem^year^month,2642643,0.034518,0.00373452,2.4e-20,3.4518,2.71983,4.18376,***
30_45,6,>30 °C,>30 °C,hot,1,7,(7) agem^year^month + date,2643528,0.0254144,0.00388543,6.11e-11,2.54144,1.7799,3.30299,***
30_45,6,>30 °C,>30 °C,hot,2,1,(1) agem + date,2761626,0.025823,0.00625959,3.7e-5,2.5823,1.35542,3.80918,***
30_45,6,>30 °C,>30 °C,hot,2,2,(2) agem^yday + agem^year + date,2738859,0.0274461,0.00516301,1.06e-7,2.74461,1.73266,3.75656,***
30_45,6,>30 °C,>30 °C,hot,2,3,(3) agem^week + state^year + weekday,2748411,0.0427158,0.00613921,3.45e-12,4.27158,3.0683,5.47487,***
30_45,6,>30 °C,>30 °C,hot,2,4,(4) agem + state^year + yday + weekday,2761626,0.0374738,0.00676638,3.06e-8,3.74738,2.42117,5.07359,***
30_45,6,>30 °C,>30 °C,hot,2,5,(5) agem^year^month + weekday,2643528,0.0380436,0.00472626,8.32e-16,3.80436,2.87802,4.73071,***
30_45,6,>30 °C,>30 °C,hot,2,6,(6) agem^weekday + agem^year^month,2642643,0.0374372,0.0047147,2.01e-15,3.74372,2.81964,4.6678,***
30_45,6,>30 °C,>30 °C,hot,2,7,(7) agem^year^month + date,2643528,0.0273319,0.0045325,1.64e-9,2.73319,1.84482,3.62156,***
30_45,6,>30 °C,>30 °C,hot,3,1,(1) agem + date,2761626,0.0270307,0.00810289,8.5e-4,2.70307,1.11491,4.29124,***
30_45,6,>30 °C,>30 °C,hot,3,2,(2) agem^yday + agem^year + date,2738859,0.0276049,0.00604698,4.99e-6,2.76049,1.57528,3.9457,***
30_45,6,>30 °C,>30 °C,hot,3,3,(3) agem^week + state^year + weekday,2748411,0.0463646,0.00765594,1.4e-9,4.63646,3.1359,6.13703,***
30_45,6,>30 °C,>30 °C,hot,3,4,(4) agem + state^year + yday + weekday,2761626,0.0410439,0.00858036,1.72e-6,4.10439,2.42264,5.78614,***
30_45,6,>30 °C,>30 °C,hot,3,5,(5) agem^year^month + weekday,2643528,0.0422354,0.00571658,1.49e-13,4.22354,3.10309,5.34399,***
30_45,6,>30 °C,>30 °C,hot,3,6,(6) agem^weekday + agem^year^month,2642643,0.041712,0.00567606,2e-13,4.1712,3.05869,5.2837,***
30_45,6,>30 °C,>30 °C,hot,3,7,(7) agem^year^month + date,2643528,0.0282808,0.0055306900000000004,3.16e-7,2.82808,1.74406,3.91209,***
30_45,6,>30 °C,>30 °C,hot,4,1,(1) agem + date,2761626,0.0247638,0.00894119,0.00561,2.47638,0.72391,4.22886,***
30_45,6,>30 °C,>30 °C,hot,4,2,(2) agem^yday + agem^year + date,2738859,0.0250073,0.00729553,6.09e-4,2.50073,1.07081,3.93065,***
30_45,6,>30 °C,>30 °C,hot,4,3,(3) agem^week + state^year + weekday,2748411,0.0467823,0.00896311,1.79e-7,4.67823,2.92146,6.435,***
30_45,6,>30 °C,>30 °C,hot,4,4,(4) agem + state^year + yday + weekday,2761626,0.0412996,0.0094916,1.35e-5,4.12996,2.26961,5.99031,***
30_45,6,>30 °C,>30 °C,hot,4,5,(5) agem^year^month + weekday,2643528,0.0438373,0.0065204,1.78e-11,4.38373,3.10573,5.66173,***
30_45,6,>30 °C,>30 °C,hot,4,6,(6) agem^weekday + agem^year^month,2642643,0.0434738,0.00646056,1.71e-11,4.34738,3.08111,5.61365,***
30_45,6,>30 °C,>30 °C,hot,4,7,(7) agem^year^month + date,2643528,0.0265476,0.0061757,1.72e-5,2.65476,1.44432,3.8652,***
30_45,6,>30 °C,>30 °C,hot,5,1,(1) agem + date,2761626,0.0266218,0.00991203,0.00724,2.66218,0.719424,4.60494,***
30_45,6,>30 °C,>30 °C,hot,5,2,(2) agem^yday + agem^year + date,2738859,0.0273342,0.00804828,6.83e-4,2.73342,1.15596,4.31089,***
30_45,6,>30 °C,>30 °C,hot,5,3,(3) agem^week + state^year + weekday,2748411,0.0494206,0.00962815,2.85e-7,4.94206,3.05495,6.82918,***
30_45,6,>30 °C,>30 °C,hot,5,4,(4) agem + state^year + yday + weekday,2761626,0.0436824,0.0103207,2.31e-5,4.36824,2.34539,6.39109,***
30_45,6,>30 °C,>30 °C,hot,5,5,(5) agem^year^month + weekday,2643528,0.046243,0.0063427,3.08e-13,4.6243,3.38113,5.86747,***
30_45,6,>30 °C,>30 °C,hot,5,6,(6) agem^weekday + agem^year^month,2642643,0.0458801,0.00633251,4.32e-13,4.58801,3.34684,5.82919,***
30_45,6,>30 °C,>30 °C,hot,5,7,(7) agem^year^month + date,2643528,0.0280482,0.00617943,5.65e-6,2.80482,1.59365,4.01599,***
30_45,6,>30 °C,>30 °C,hot,6,1,(1) agem + date,2761626,0.025031,0.0109577,0.0224,2.5031,0.355386,4.65082,**
30_45,6,>30 °C,>30 °C,hot,6,2,(2) agem^yday + agem^year + date,2738859,0.024421000000000002,0.00855722,0.00432,2.4421,0.764884,4.11931,***
30_45,6,>30 °C,>30 °C,hot,6,3,(3) agem^week + state^year + weekday,2748411,0.0459671,0.0104725,1.14e-5,4.59671,2.54409,6.64932,***
30_45,6,>30 °C,>30 °C,hot,6,4,(4) agem + state^year + yday + weekday,2761626,0.0399383,0.011184,3.56e-4,3.99383,1.80178,6.18589,***
30_45,6,>30 °C,>30 °C,hot,6,5,(5) agem^year^month + weekday,2643528,0.0428911,0.007044,1.14e-9,4.28911,2.90849,5.66974,***
30_45,6,>30 °C,>30 °C,hot,6,6,(6) agem^weekday + agem^year^month,2642643,0.0439553,0.007037,4.2e-10,4.39553,3.01628,5.77479,***
30_45,6,>30 °C,>30 °C,hot,6,7,(7) agem^year^month + date,2643528,0.0249767,0.00674354,2.12e-4,2.49767,1.17593,3.8194,***
30_45,6,>30 °C,>30 °C,hot,7,1,(1) agem + date,2761626,0.0231558,0.0119392,0.0524,2.31558,-0.024499,4.65565,*
30_45,6,>30 °C,>30 °C,hot,7,2,(2) agem^yday + agem^year + date,2738859,0.0209503,0.00933417,0.0248,2.09503,0.265532,3.92453,**
30_45,6,>30 °C,>30 °C,hot,7,3,(3) agem^week + state^year + weekday,2748411,0.0439276,0.0114635,1.27e-4,4.39276,2.14591,6.63961,***
30_45,6,>30 °C,>30 °C,hot,7,4,(4) agem + state^year + yday + weekday,2761626,0.0378909,0.0119361,0.0015,3.78909,1.4496,6.12857,***
30_45,6,>30 °C,>30 °C,hot,7,5,(5) agem^year^month + weekday,2643528,0.0406347,0.00734165,3.12e-8,4.06347,2.6245,5.50243,***
30_45,6,>30 °C,>30 °C,hot,7,6,(6) agem^weekday + agem^year^month,2642643,0.0413768,0.00745035,2.8e-8,4.13768,2.67741,5.59794,***
30_45,6,>30 °C,>30 °C,hot,7,7,(7) agem^year^month + date,2643528,0.0218787,0.00735411,0.00293,2.18787,0.746465,3.62928,***
30_45,6,>30 °C,>30 °C,hot,8,1,(1) agem + date,2761626,0.0199254,0.012364,0.107,1.99254,-0.430798,4.41588,
30_45,6,>30 °C,>30 °C,hot,8,2,(2) agem^yday + agem^year + date,2738859,0.0167784,0.00925609,0.0699,1.67784,-0.136357,3.49203,*
30_45,6,>30 °C,>30 °C,hot,8,3,(3) agem^week + state^year + weekday,2748411,0.0398754,0.0121901,0.00107,3.98754,1.59828,6.3768,***
30_45,6,>30 °C,>30 °C,hot,8,4,(4) agem + state^year + yday + weekday,2761626,0.0344232,0.0124317,0.00562,3.44232,1.0057,5.87893,***
30_45,6,>30 °C,>30 °C,hot,8,5,(5) agem^year^month + weekday,2643528,0.0365204,0.00755916,1.36e-6,3.65204,2.17045,5.13364,***
30_45,6,>30 °C,>30 °C,hot,8,6,(6) agem^weekday + agem^year^month,2642643,0.0370226,0.00749615,7.86e-7,3.70226,2.23301,5.17151,***
30_45,6,>30 °C,>30 °C,hot,8,7,(7) agem^year^month + date,2643528,0.0178591,0.00720584,0.0132,1.78591,0.373566,3.19826,**
30_45,6,>30 °C,>30 °C,hot,9,1,(1) agem + date,2761626,0.0179973,0.0127821,0.159,1.79973,-0.705567,4.30502,
30_45,6,>30 °C,>30 °C,hot,9,2,(2) agem^yday + agem^year + date,2738859,0.0133771,0.0105049,0.203,1.33771,-0.72125,3.39667,
30_45,6,>30 °C,>30 °C,hot,9,3,(3) agem^week + state^year + weekday,2748411,0.0373502,0.0133761,0.00523,3.73502,1.1133,6.35674,***
30_45,6,>30 °C,>30 °C,hot,9,4,(4) agem + state^year + yday + weekday,2761626,0.0314318,0.0129368,0.0151,3.14318,0.607573,5.67879,**
30_45,6,>30 °C,>30 °C,hot,9,5,(5) agem^year^month + weekday,2643528,0.0351265,0.0085438,3.93e-5,3.51265,1.83807,5.18724,***
30_45,6,>30 °C,>30 °C,hot,9,6,(6) agem^weekday + agem^year^month,2642643,0.0349105,0.008555,4.49e-5,3.49105,1.81427,5.16783,***
30_45,6,>30 °C,>30 °C,hot,9,7,(7) agem^year^month + date,2643528,0.0150328,0.0082905,0.0698,1.50328,-0.121655,3.12822,*
30_45,6,>30 °C,>30 °C,hot,10,1,(1) agem + date,2761626,0.0105545,0.0136847,0.441,1.05545,-1.62674,3.73765,
30_45,6,>30 °C,>30 °C,hot,10,2,(2) agem^yday + agem^year + date,2738859,0.00440534,0.0106071,0.678,0.440534,-1.63847,2.51953,
30_45,6,>30 °C,>30 °C,hot,10,3,(3) agem^week + state^year + weekday,2748411,0.0258907,0.0139986,0.0644,2.58907,-0.154659,5.3328,*
30_45,6,>30 °C,>30 °C,hot,10,4,(4) agem + state^year + yday + weekday,2761626,0.0213277,0.0136618,0.118,2.13277,-0.544934,4.81048,
30_45,6,>30 °C,>30 °C,hot,10,5,(5) agem^year^month + weekday,2643528,0.0257215,0.00888236,0.00378,2.57215,0.831205,4.31309,***
30_45,6,>30 °C,>30 °C,hot,10,6,(6) agem^weekday + agem^year^month,2642643,0.025635,0.00883832,0.00373,2.5635,0.831188,4.29581,***
30_45,6,>30 °C,>30 °C,hot,10,7,(7) agem^year^month + date,2643528,0.00688638,0.00806558,0.393,0.688638,-0.892216,2.26949,
30_45,6,>30 °C,>30 °C,hot,11,1,(1) agem + date,2761626,0.00383744,0.0132953,0.773,0.383744,-2.22214,2.98963,
30_45,6,>30 °C,>30 °C,hot,11,2,(2) agem^yday + agem^year + date,2738859,-0.00279247,0.0118633,0.814,-0.279247,-2.60445,2.04596,
30_45,6,>30 °C,>30 °C,hot,11,3,(3) agem^week + state^year + weekday,2748411,0.0173667,0.0146171,0.235,1.73667,-1.12829,4.60164,
30_45,6,>30 °C,>30 °C,hot,11,4,(4) agem + state^year + yday + weekday,2761626,0.0139482,0.0129762,0.282,1.39482,-1.14851,3.93816,
30_45,6,>30 °C,>30 °C,hot,11,5,(5) agem^year^month + weekday,2643528,0.0184638,0.00871331,0.0341,1.84638,0.138568,3.55418,**
30_45,6,>30 °C,>30 °C,hot,11,6,(6) agem^weekday + agem^year^month,2642643,0.018489,0.00862792,0.0321,1.8489,0.157832,3.53997,**
30_45,6,>30 °C,>30 °C,hot,11,7,(7) agem^year^month + date,2643528,-2.45388e-4,0.00871157,0.978,-0.0245388,-1.73201,1.68293,
30_45,6,>30 °C,>30 °C,hot,12,1,(1) agem + date,2761626,0.00336625,0.0134038,0.802,0.336625,-2.29052,2.96377,
30_45,6,>30 °C,>30 °C,hot,12,2,(2) agem^yday + agem^year + date,2738859,-0.00352037,0.0121681,0.772,-0.352037,-2.73697,2.0329,
30_45,6,>30 °C,>30 °C,hot,12,3,(3) agem^week + state^year + weekday,2748411,0.0150688,0.0155035,0.331,1.50688,-1.5318,4.54555,
30_45,6,>30 °C,>30 °C,hot,12,4,(4) agem + state^year + yday + weekday,2761626,0.0128898,0.0131863,0.328,1.28898,-1.29555,3.8735,
30_45,6,>30 °C,>30 °C,hot,12,5,(5) agem^year^month + weekday,2643528,0.0178589,0.00853244,0.0363,1.78589,0.113534,3.45825,**
30_45,6,>30 °C,>30 °C,hot,12,6,(6) agem^weekday + agem^year^month,2642643,0.01782,0.0085377,0.0369,1.782,0.108614,3.45539,**
30_45,6,>30 °C,>30 °C,hot,12,7,(7) agem^year^month + date,2643528,-0.00119284,0.00861245,0.89,-0.119284,-1.80732,1.56876,
30_45,6,>30 °C,>30 °C,hot,13,1,(1) agem + date,2761626,0.00671399,0.0140605,0.633,0.671399,-2.08446,3.42726,
30_45,6,>30 °C,>30 °C,hot,13,2,(2) agem^yday + agem^year + date,2738859,-0.0016332,0.0125959,0.897,-0.16332,-2.63211,2.30547,
30_45,6,>30 °C,>30 °C,hot,13,3,(3) agem^week + state^year + weekday,2748411,0.0156252,0.0162715,0.337,1.56252,-1.62669,4.75173,
30_45,6,>30 °C,>30 °C,hot,13,4,(4) agem + state^year + yday + weekday,2761626,0.0150163,0.0134239,0.263,1.50163,-1.12945,4.13272,
30_45,6,>30 °C,>30 °C,hot,13,5,(5) agem^year^month + weekday,2643528,0.0204026,0.00850082,0.0164,2.04026,0.374103,3.70642,**
30_45,6,>30 °C,>30 °C,hot,13,6,(6) agem^weekday + agem^year^month,2642643,0.0218562,0.00851962,0.0103,2.18562,0.515769,3.85546,**
30_45,6,>30 °C,>30 °C,hot,13,7,(7) agem^year^month + date,2643528,0.00131908,0.0088061,0.881,0.131908,-1.59409,1.8579,
30_45,6,>30 °C,>30 °C,hot,14,1,(1) agem + date,2761626,0.00560532,0.0140054,0.689,0.560532,-2.18453,3.3056,
30_45,6,>30 °C,>30 °C,hot,14,2,(2) agem^yday + agem^year + date,2738859,-0.00472768,0.0133463,0.723,-0.472768,-3.08865,2.14311,
30_45,6,>30 °C,>30 °C,hot,14,3,(3) agem^week + state^year + weekday,2748411,0.0146916,0.0174841,0.401,1.46916,-1.95772,4.89604,
30_45,6,>30 °C,>30 °C,hot,14,4,(4) agem + state^year + yday + weekday,2761626,0.0134551,0.0135027,0.319,1.34551,-1.30101,3.99204,
30_45,6,>30 °C,>30 °C,hot,14,5,(5) agem^year^month + weekday,2643528,0.0216229,0.0088798,0.0149,2.16229,0.421851,3.90273,**
30_45,6,>30 °C,>30 °C,hot,14,6,(6) agem^weekday + agem^year^month,2642643,0.0228072,0.00895457,0.0109,2.28072,0.525623,4.03582,**
30_45,6,>30 °C,>30 °C,hot,14,7,(7) agem^year^month + date,2643528,-7.99802e-4,0.00868317,0.927,-0.0799802,-1.78188,1.62192,
30_45,6,>30 °C,>30 °C,hot,15,1,(1) agem + date,2761626,0.00645024,0.0147278,0.661,0.645024,-2.24163,3.53168,
30_45,6,>30 °C,>30 °C,hot,15,2,(2) agem^yday + agem^year + date,2738859,-0.00497788,0.0136727,0.716,-0.497788,-3.17763,2.18206,
30_45,6,>30 °C,>30 °C,hot,15,3,(3) agem^week + state^year + weekday,2748411,0.0146849,0.0181733,0.419,1.46849,-2.09349,5.03046,
30_45,6,>30 °C,>30 °C,hot,15,4,(4) agem + state^year + yday + weekday,2761626,0.0138432,0.0143958,0.336,1.38432,-1.43725,4.20589,
30_45,6,>30 °C,>30 °C,hot,15,5,(5) agem^year^month + weekday,2643528,0.0242362,0.00967441,0.0122,2.42362,0.527438,4.31981,**
30_45,6,>30 °C,>30 °C,hot,15,6,(6) agem^weekday + agem^year^month,2642643,0.0252059,0.00967982,0.00922,2.52059,0.623343,4.41783,***
30_45,6,>30 °C,>30 °C,hot,15,7,(7) agem^year^month + date,2643528,-8.14733e-4,0.00948443,0.932,-0.0814733,-1.94042,1.77748,
30_45,6,>30 °C,>30 °C,hot,16,1,(1) agem + date,2761626,9.00994e-4,0.014557,0.951,0.0900994,-2.76307,2.94327,
30_45,6,>30 °C,>30 °C,hot,16,2,(2) agem^yday + agem^year + date,2738859,-0.0100712,0.0145615,0.489,-1.00712,-3.86117,1.84693,
30_45,6,>30 °C,>30 °C,hot,16,3,(3) agem^week + state^year + weekday,2748411,0.00818365,0.0189929,0.667,0.818365,-2.90424,4.54097,
30_45,6,>30 °C,>30 °C,hot,16,4,(4) agem + state^year + yday + weekday,2761626,0.00853759,0.0141698,0.547,0.853759,-1.92352,3.63104,
30_45,6,>30 °C,>30 °C,hot,16,5,(5) agem^year^month + weekday,2643528,0.021768,0.0103868,0.0361,2.1768,0.140994,4.2126,**
30_45,6,>30 °C,>30 °C,hot,16,6,(6) agem^weekday + agem^year^month,2642643,0.0219386,0.0104075,0.035,2.19386,0.154,4.23373,**
30_45,6,>30 °C,>30 °C,hot,16,7,(7) agem^year^month + date,2643528,-0.0065531,0.00980501,0.504,-0.65531,-2.57709,1.26647,
30_45,6,>30 °C,>30 °C,hot,17,1,(1) agem + date,2761626,-6.74861e-4,0.0145956,0.963,-0.0674861,-2.92822,2.79325,
30_45,6,>30 °C,>30 °C,hot,17,2,(2) agem^yday + agem^year + date,2738859,-0.0156213,0.0150233,0.298,-1.56213,-4.50669,1.38243,
30_45,6,>30 °C,>30 °C,hot,17,3,(3) agem^week + state^year + weekday,2748411,0.00329665,0.0197973,0.868,0.329665,-3.5506,4.20993,
30_45,6,>30 °C,>30 °C,hot,17,4,(4) agem + state^year + yday + weekday,2761626,0.00557021,0.0139878,0.69,0.557021,-2.18458,3.29862,
30_45,6,>30 °C,>30 °C,hot,17,5,(5) agem^year^month + weekday,2643528,0.0201418,0.00952952,0.0345,2.01418,0.146397,3.88197,**
30_45,6,>30 °C,>30 °C,hot,17,6,(6) agem^weekday + agem^year^month,2642643,0.0204824,0.00946264,0.0304,2.04824,0.193565,3.90292,**
30_45,6,>30 °C,>30 °C,hot,17,7,(7) agem^year^month + date,2643528,-0.00913667,0.00951664,0.337,-0.913667,-2.77893,0.951594,
30_45,6,>30 °C,>30 °C,hot,18,1,(1) agem + date,2761626,-0.00237401,0.0148564,0.873,-0.237401,-3.14926,2.67446,
30_45,6,>30 °C,>30 °C,hot,18,2,(2) agem^yday + agem^year + date,2738859,-0.0192659,0.015563,0.216,-1.92659,-4.97694,1.12376,
30_45,6,>30 °C,>30 °C,hot,18,3,(3) agem^week + state^year + weekday,2748411,-0.00218056,0.0206599,0.916,-0.218056,-4.26739,3.83128,
30_45,6,>30 °C,>30 °C,hot,18,4,(4) agem + state^year + yday + weekday,2761626,0.00279602,0.0141188,0.843,0.279602,-2.48768,3.04688,
30_45,6,>30 °C,>30 °C,hot,18,5,(5) agem^year^month + weekday,2643528,0.0181558,0.00987859,0.0661,1.81558,-0.120624,3.75178,*
