bin,bin_order,bin_label_en,bin_label_es,side,horizon,spec,spec_label_en,spec_label_es,nobs,estimate,se,p,pct,ci_low,ci_high,stars
25_30,5,25–30 °C,25–30 °C,hot,13,non_circ,Non-circulatory,No circulatorias,15588381,0.00532278,0.00516305,0.303,0.532278,-0.47968,1.54424,
25_30,5,25–30 °C,25–30 °C,hot,13,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.112344,0.0329144,6.42e-4,11.2344,4.78313,17.6856,***
25_30,5,25–30 °C,25–30 °C,hot,14,circ,Circulatory,Circulatorias,12187862,0.0104797,0.00977668,0.284,1.04797,-0.868259,2.9642,
25_30,5,25–30 °C,25–30 °C,hot,14,non_circ,Non-circulatory,No circulatorias,15588381,0.00373401,0.00548573,0.496,0.373401,-0.701803,1.44861,
25_30,5,25–30 °C,25–30 °C,hot,14,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.113623,0.0352277,0.00126,11.3623,4.45764,18.2669,***
25_30,5,25–30 °C,25–30 °C,hot,15,circ,Circulatory,Circulatorias,12187862,0.00671287,0.0104141,0.519,0.671287,-1.36987,2.71244,
25_30,5,25–30 °C,25–30 °C,hot,15,non_circ,Non-circulatory,No circulatorias,15588381,0.00528656,0.00576142,0.359,0.528656,-0.600581,1.65789,
25_30,5,25–30 °C,25–30 °C,hot,15,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.113456,0.0364944,0.00188,11.3456,4.19272,18.4985,***
25_30,5,25–30 °C,25–30 °C,hot,16,circ,Circulatory,Circulatorias,12187862,0.00523406,0.010821,0.629,0.523406,-1.59751,2.64432,
25_30,5,25–30 °C,25–30 °C,hot,16,non_circ,Non-circulatory,No circulatorias,15588381,0.00511177,0.00573665,0.373,0.511177,-0.613207,1.63556,
25_30,5,25–30 °C,25–30 °C,hot,16,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.117873,0.0377457,0.00179,11.7873,4.38917,19.1855,***
25_30,5,25–30 °C,25–30 °C,hot,17,circ,Circulatory,Circulatorias,12187862,0.00110053,0.0106119,0.917,0.110053,-1.96987,2.18998,
25_30,5,25–30 °C,25–30 °C,hot,17,non_circ,Non-circulatory,No circulatorias,15588381,0.00921783,0.00557292,0.0981,0.921783,-0.170509,2.01408,*
25_30,5,25–30 °C,25–30 °C,hot,17,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.113212,0.0385847,0.00334,11.3212,3.75863,18.8838,***
25_30,5,25–30 °C,25–30 °C,hot,18,circ,Circulatory,Circulatorias,12187862,0.00604491,0.0109345,0.58,0.604491,-1.53867,2.74765,
25_30,5,25–30 °C,25–30 °C,hot,18,non_circ,Non-circulatory,No circulatorias,15588381,0.00737101,0.00619262,0.234,0.737101,-0.476653,1.95085,
25_30,5,25–30 °C,25–30 °C,hot,18,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.112199,0.0383078,0.0034,11.2199,3.71157,18.7282,***
25_30,5,25–30 °C,25–30 °C,hot,19,circ,Circulatory,Circulatorias,12187862,0.00128751,0.0110292,0.907,0.128751,-2.03297,2.29047,
25_30,5,25–30 °C,25–30 °C,hot,19,non_circ,Non-circulatory,No circulatorias,15588381,0.00297476,0.00613104,0.628,0.297476,-0.904208,1.49916,
25_30,5,25–30 °C,25–30 °C,hot,19,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.125685,0.0406895,0.00201,12.5685,4.59332,20.5436,***
25_30,5,25–30 °C,25–30 °C,hot,20,circ,Circulatory,Circulatorias,12187862,7.28543e-5,0.0115768,0.995,0.00728543,-2.26176,2.27633,
25_30,5,25–30 °C,25–30 °C,hot,20,non_circ,Non-circulatory,No circulatorias,15588381,0.00169917,0.00626271,0.786,0.169917,-1.05757,1.39741,
25_30,5,25–30 °C,25–30 °C,hot,20,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.131254,0.0425174,0.00202,13.1254,4.79194,21.4588,***
25_30,5,25–30 °C,25–30 °C,hot,21,circ,Circulatory,Circulatorias,12187862,-0.00635619,0.0104307,0.542,-0.635619,-2.68003,1.40879,
25_30,5,25–30 °C,25–30 °C,hot,21,non_circ,Non-circulatory,No circulatorias,15588381,0.00150151,0.00634228,0.813,0.150151,-1.09294,1.39324,
25_30,5,25–30 °C,25–30 °C,hot,21,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.129151,0.0426912,0.00248,12.9151,4.54764,21.2826,***
25_30,5,25–30 °C,25–30 °C,hot,22,circ,Circulatory,Circulatorias,12187862,-0.00287789,0.0109417,0.793,-0.287789,-2.43237,1.85679,
25_30,5,25–30 °C,25–30 °C,hot,22,non_circ,Non-circulatory,No circulatorias,15588381,-0.00353628,0.00637543,0.579,-0.353628,-1.60321,0.895957,
25_30,5,25–30 °C,25–30 °C,hot,22,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.13445,0.0432289,0.00187,13.445,4.97212,21.9178,***
25_30,5,25–30 °C,25–30 °C,hot,23,circ,Circulatory,Circulatorias,12187862,-0.0102828,0.0103726,0.322,-1.02828,-3.06132,1.00476,
25_30,5,25–30 °C,25–30 °C,hot,23,non_circ,Non-circulatory,No circulatorias,15588381,-0.00326244,0.00668467,0.626,-0.326244,-1.63644,0.983951,
25_30,5,25–30 °C,25–30 °C,hot,23,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.143052,0.0449238,0.00145,14.3052,5.50015,23.1103,***
25_30,5,25–30 °C,25–30 °C,hot,24,circ,Circulatory,Circulatorias,12187862,-0.00787297,0.0106755,0.461,-0.787297,-2.87969,1.3051,
25_30,5,25–30 °C,25–30 °C,hot,24,non_circ,Non-circulatory,No circulatorias,15588381,-0.00180441,0.0064103,0.778,-0.180441,-1.43686,1.07598,
25_30,5,25–30 °C,25–30 °C,hot,24,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.144217,0.0459057,0.00168,14.4217,5.4242,23.4192,***
25_30,5,25–30 °C,25–30 °C,hot,25,circ,Circulatory,Circulatorias,12187862,-0.0131798,0.0105802,0.213,-1.31798,-3.3917,0.755752,
25_30,5,25–30 °C,25–30 °C,hot,25,non_circ,Non-circulatory,No circulatorias,15588381,-0.00800003,0.0068929,0.246,-0.800003,-2.15101,0.551005,
25_30,5,25–30 °C,25–30 °C,hot,25,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.152813,0.0455888,8.02e-4,15.2813,6.34594,24.2167,***
25_30,5,25–30 °C,25–30 °C,hot,26,circ,Circulatory,Circulatorias,12187862,-0.0140634,0.010449,0.178,-1.40634,-3.45435,0.641667,
25_30,5,25–30 °C,25–30 °C,hot,26,non_circ,Non-circulatory,No circulatorias,15588381,-0.00902389,0.00664262,0.174,-0.902389,-2.20434,0.399564,
25_30,5,25–30 °C,25–30 °C,hot,26,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.139137,0.0492534,0.00473,13.9137,4.26007,23.5674,***
25_30,5,25–30 °C,25–30 °C,hot,27,circ,Circulatory,Circulatorias,12187862,-0.0203307,0.0110113,0.0648,-2.03307,-4.19128,0.125136,*
25_30,5,25–30 °C,25–30 °C,hot,27,non_circ,Non-circulatory,No circulatorias,15588381,-0.0105408,0.00709333,0.137,-1.05408,-2.44437,0.336217,
25_30,5,25–30 °C,25–30 °C,hot,27,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.130121,0.0503178,0.00971,13.0121,3.14983,22.8744,***
25_30,5,25–30 °C,25–30 °C,hot,28,circ,Circulatory,Circulatorias,12187862,-0.0252826,0.0114082,0.0267,-2.52826,-4.76428,-0.292248,**
25_30,5,25–30 °C,25–30 °C,hot,28,non_circ,Non-circulatory,No circulatorias,15588381,-0.00920172,0.00691228,0.183,-0.920172,-2.27498,0.434635,
25_30,5,25–30 °C,25–30 °C,hot,28,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.131535,0.0529733,0.013,13.1535,2.77069,23.5362,**
25_30,5,25–30 °C,25–30 °C,hot,29,circ,Circulatory,Circulatorias,12187862,-0.0177632,0.0112396,0.114,-1.77632,-3.97928,0.426645,
25_30,5,25–30 °C,25–30 °C,hot,29,non_circ,Non-circulatory,No circulatorias,15588381,-0.0125605,0.00702217,0.0737,-1.2560500000000001,-2.6324,0.120292,*
25_30,5,25–30 °C,25–30 °C,hot,29,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.139682,0.0522612,0.00752,13.9682,3.72499,24.2114,***
25_30,5,25–30 °C,25–30 °C,hot,30,circ,Circulatory,Circulatorias,12187862,-0.0282556,0.011767,0.0163,-2.82556,-5.13189,-0.519239,**
25_30,5,25–30 °C,25–30 °C,hot,30,non_circ,Non-circulatory,No circulatorias,15588381,-0.0177831,0.00748134,0.0175,-1.77831,-3.24466,-0.311971,**
25_30,5,25–30 °C,25–30 °C,hot,30,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.143272,0.0547274,0.00885,14.3272,3.60059,25.0537,***
30_45,6,>30 °C,>30 °C,hot,0,circ,Circulatory,Circulatorias,12187862,0.11889,0.00931888,2.8199999999999997e-37,11.889,10.0625,13.7155,***
30_45,6,>30 °C,>30 °C,hot,0,non_circ,Non-circulatory,No circulatorias,15588381,0.092137,0.0061395,6.58e-51,9.2137,8.01036,10.417,***
30_45,6,>30 °C,>30 °C,hot,0,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.116824,0.0147693,2.58e-15,11.6824,8.7876,14.5772,***
30_45,6,>30 °C,>30 °C,hot,1,circ,Circulatory,Circulatorias,12187862,0.157349,0.0124145,8.17e-37,15.7349,13.3017,18.1681,***
30_45,6,>30 °C,>30 °C,hot,1,non_circ,Non-circulatory,No circulatorias,15588381,0.098575,0.00723595,2.92e-42,9.8575,8.43926,11.2757,***
30_45,6,>30 °C,>30 °C,hot,1,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.15151,0.0194951,7.75e-15,15.151,11.3299,18.972,***
30_45,6,>30 °C,>30 °C,hot,2,circ,Circulatory,Circulatorias,12187862,0.160648,0.0147427,1.1900000000000001e-27,16.0648,13.1752,18.9544,***
30_45,6,>30 °C,>30 °C,hot,2,non_circ,Non-circulatory,No circulatorias,15588381,0.106123,0.0081665,1.31e-38,10.6123,9.01162,12.2129,***
30_45,6,>30 °C,>30 °C,hot,2,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.165393,0.0203869,4.95e-16,16.5393,12.5434,20.5351,***
30_45,6,>30 °C,>30 °C,hot,3,circ,Circulatory,Circulatorias,12187862,0.182437,0.0155834,1.1699999999999998e-31,18.2437,15.1894,21.2981,***
30_45,6,>30 °C,>30 °C,hot,3,non_circ,Non-circulatory,No circulatorias,15588381,0.0955989,0.00878413,1.39e-27,9.55989,7.8382,11.2816,***
30_45,6,>30 °C,>30 °C,hot,3,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.184557,0.0230103,1.05e-15,18.4557,13.9457,22.9657,***
30_45,6,>30 °C,>30 °C,hot,4,circ,Circulatory,Circulatorias,12187862,0.168365,0.0184313,6.56e-20,16.8365,13.2239,20.449,***
30_45,6,>30 °C,>30 °C,hot,4,non_circ,Non-circulatory,No circulatorias,15588381,0.0883371,0.00918386,6.67e-22,8.83371,7.03367,10.6337,***
30_45,6,>30 °C,>30 °C,hot,4,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.21338,0.0325351,5.44e-11,21.338,14.9611,27.7148,***
30_45,6,>30 °C,>30 °C,hot,5,circ,Circulatory,Circulatorias,12187862,0.183424,0.0186059,6.31e-23,18.3424,14.6956,21.9891,***
30_45,6,>30 °C,>30 °C,hot,5,non_circ,Non-circulatory,No circulatorias,15588381,0.0919379,0.0101912,1.86e-19,9.19379,7.19631,11.1913,***
30_45,6,>30 °C,>30 °C,hot,5,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.211723,0.0398507,1.08e-7,21.1723,13.3616,28.983,***
30_45,6,>30 °C,>30 °C,hot,6,circ,Circulatory,Circulatorias,12187862,0.182104,0.0205016,6.54e-19,18.2104,14.1921,22.2288,***
30_45,6,>30 °C,>30 °C,hot,6,non_circ,Non-circulatory,No circulatorias,15588381,0.0922671,0.0107358,8.37e-18,9.22671,7.1225,11.3309,***
30_45,6,>30 °C,>30 °C,hot,6,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.233587,0.0434033,7.38e-8,23.3587,14.8517,31.8657,***
30_45,6,>30 °C,>30 °C,hot,7,circ,Circulatory,Circulatorias,12187862,0.177932,0.0211118,3.51e-17,17.7932,13.6552,21.9311,***
30_45,6,>30 °C,>30 °C,hot,7,non_circ,Non-circulatory,No circulatorias,15588381,0.0952886,0.0116722,3.25e-16,9.52886,7.24111,11.8166,***
30_45,6,>30 °C,>30 °C,hot,7,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.254919,0.0474568,7.8e-8,25.4919,16.1903,34.7934,***
30_45,6,>30 °C,>30 °C,hot,8,circ,Circulatory,Circulatorias,12187862,0.183537,0.0210005,2.34e-18,18.3537,14.2376,22.4698,***
30_45,6,>30 °C,>30 °C,hot,8,non_circ,Non-circulatory,No circulatorias,15588381,0.0864738,0.0122776,1.88e-12,8.64738,6.24096,11.0538,***
30_45,6,>30 °C,>30 °C,hot,8,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.282925,0.0519653,5.2e-8,28.2925,18.1073,38.4777,***
30_45,6,>30 °C,>30 °C,hot,9,circ,Circulatory,Circulatorias,12187862,0.176634,0.022651,6.29e-15,17.6634,13.2238,22.103,***
30_45,6,>30 °C,>30 °C,hot,9,non_circ,Non-circulatory,No circulatorias,15588381,0.0916379,0.0116663,4e-15,9.16379,6.8772,11.4504,***
30_45,6,>30 °C,>30 °C,hot,9,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.291144,0.053066,4.1e-8,29.1144,18.7134,39.5153,***
30_45,6,>30 °C,>30 °C,hot,10,circ,Circulatory,Circulatorias,12187862,0.187708,0.022169,2.51e-17,18.7708,14.4257,23.1159,***
30_45,6,>30 °C,>30 °C,hot,10,non_circ,Non-circulatory,No circulatorias,15588381,0.0937352,0.0122275,1.78e-14,9.37352,6.97694,11.7701,***
30_45,6,>30 °C,>30 °C,hot,10,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.299594,0.057049,1.51e-7,29.9594,18.7778,41.141,***
30_45,6,>30 °C,>30 °C,hot,11,circ,Circulatory,Circulatorias,12187862,0.183066,0.0244437,6.92e-14,18.3066,13.5157,23.0976,***
30_45,6,>30 °C,>30 °C,hot,11,non_circ,Non-circulatory,No circulatorias,15588381,0.0947184,0.0121451,6.24e-15,9.47184,7.09141,11.8523,***
30_45,6,>30 °C,>30 °C,hot,11,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.27676,0.0660309,2.77e-5,27.676,14.734,40.6181,***
30_45,6,>30 °C,>30 °C,hot,12,circ,Circulatory,Circulatorias,12187862,0.168073,0.0228369,1.84e-13,16.8073,12.3313,21.2833,***
30_45,6,>30 °C,>30 °C,hot,12,non_circ,Non-circulatory,No circulatorias,15588381,0.0856809,0.012279,3e-12,8.56809,6.1614,10.9748,***
30_45,6,>30 °C,>30 °C,hot,12,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.290109,0.0683417,2.19e-5,29.0109,15.616,42.4059,***
30_45,6,>30 °C,>30 °C,hot,13,circ,Circulatory,Circulatorias,12187862,0.179382,0.0234232,1.88e-14,17.9382,13.3473,22.5292,***
30_45,6,>30 °C,>30 °C,hot,13,non_circ,Non-circulatory,No circulatorias,15588381,0.0878864,0.0127235,4.94e-12,8.78864,6.29484,11.2824,***
30_45,6,>30 °C,>30 °C,hot,13,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.286973,0.0714641,5.93e-5,28.6973,14.6903,42.7043,***
30_45,6,>30 °C,>30 °C,hot,14,circ,Circulatory,Circulatorias,12187862,0.159793,0.0229639,3.44e-12,15.9793,11.4784,20.4802,***
30_45,6,>30 °C,>30 °C,hot,14,non_circ,Non-circulatory,No circulatorias,15588381,0.0771788,0.0128955,2.16e-9,7.71788,5.19035,10.2454,***
30_45,6,>30 °C,>30 °C,hot,14,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.266079,0.0696099,1.32e-4,26.6079,12.9643,40.2514,***
30_45,6,>30 °C,>30 °C,hot,15,circ,Circulatory,Circulatorias,12187862,0.157118,0.0237552,3.74e-11,15.7118,11.0558,20.3678,***
30_45,6,>30 °C,>30 °C,hot,15,non_circ,Non-circulatory,No circulatorias,15588381,0.0879975,0.0129297,1e-11,8.79975,6.26553,11.334,***
30_45,6,>30 °C,>30 °C,hot,15,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.288561,0.0744987,1.07e-4,28.8561,14.2543,43.4578,***
30_45,6,>30 °C,>30 °C,hot,16,circ,Circulatory,Circulatorias,12187862,0.152769,0.0242746,3.11e-10,15.2769,10.519,20.0347,***
30_45,6,>30 °C,>30 °C,hot,16,non_circ,Non-circulatory,No circulatorias,15588381,0.0797263,0.0130888,1.12e-9,7.97263,5.40723,10.538,***
30_45,6,>30 °C,>30 °C,hot,16,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.28675,0.0738373,1.03e-4,28.675,14.2029,43.1471,***
30_45,6,>30 °C,>30 °C,hot,17,circ,Circulatory,Circulatorias,12187862,0.136994,0.024076,1.27e-8,13.6994,8.98046,18.4182,***
30_45,6,>30 °C,>30 °C,hot,17,non_circ,Non-circulatory,No circulatorias,15588381,0.0835561,0.0123014,1.1e-11,8.35561,5.94453,10.7667,***
30_45,6,>30 °C,>30 °C,hot,17,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.286342,0.0718515,6.74e-5,28.6342,14.5513,42.7171,***
30_45,6,>30 °C,>30 °C,hot,18,circ,Circulatory,Circulatorias,12187862,0.153554,0.0254805,1.68e-9,15.3554,10.3612,20.3495,***
30_45,6,>30 °C,>30 °C,hot,18,non_circ,Non-circulatory,No circulatorias,15588381,0.0849925,0.0123792,6.62e-12,8.49925,6.07292,10.9256,***
30_45,6,>30 °C,>30 °C,hot,18,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.277014,0.0784958,4.17e-4,27.7014,12.3162,43.0866,***
30_45,6,>30 °C,>30 °C,hot,19,circ,Circulatory,Circulatorias,12187862,0.141228,0.0247366,1.13e-8,14.1228,9.27439,18.9711,***
30_45,6,>30 °C,>30 °C,hot,19,non_circ,Non-circulatory,No circulatorias,15588381,0.082216,0.0133972,8.42e-10,8.2216,5.59574,10.8475,***
30_45,6,>30 °C,>30 °C,hot,19,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.267962,0.0782513,6.16e-4,26.7962,11.4589,42.1335,***
30_45,6,>30 °C,>30 °C,hot,20,circ,Circulatory,Circulatorias,12187862,0.145833,0.0260743,2.23e-8,14.5833,9.4727,19.6938,***
30_45,6,>30 °C,>30 °C,hot,20,non_circ,Non-circulatory,No circulatorias,15588381,0.0797322,0.0124737,1.64e-10,7.97322,5.52836,10.4181,***
30_45,6,>30 °C,>30 °C,hot,20,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.282619,0.079641,3.87e-4,28.2619,12.6523,43.8715,***
30_45,6,>30 °C,>30 °C,hot,21,circ,Circulatory,Circulatorias,12187862,0.132959,0.0260717,3.4e-7,13.2959,8.18588,18.406,***
30_45,6,>30 °C,>30 °C,hot,21,non_circ,Non-circulatory,No circulatorias,15588381,0.0774595,0.0137169,1.63e-8,7.74595,5.05744,10.4345,***
30_45,6,>30 °C,>30 °C,hot,21,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.268207,0.0819872,0.00107,26.8207,10.7512,42.8902,***
30_45,6,>30 °C,>30 °C,hot,22,circ,Circulatory,Circulatorias,12187862,0.129432,0.0260403,6.68e-7,12.9432,7.8393,18.0471,***
30_45,6,>30 °C,>30 °C,hot,22,non_circ,Non-circulatory,No circulatorias,15588381,0.064934,0.0141305,4.32e-6,6.4934,3.72381,9.26298,***
30_45,6,>30 °C,>30 °C,hot,22,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.249532,0.0816338,0.00224,24.9532,8.95297,40.9534,***
30_45,6,>30 °C,>30 °C,hot,23,circ,Circulatory,Circulatorias,12187862,0.118339,0.0249807,2.17e-6,11.8339,6.93771,16.7301,***
30_45,6,>30 °C,>30 °C,hot,23,non_circ,Non-circulatory,No circulatorias,15588381,0.0782929,0.0128363,1.06e-9,7.82929,5.31338,10.3452,***
30_45,6,>30 °C,>30 °C,hot,23,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.285046,0.0834069,6.32e-4,28.5046,12.1568,44.8523,***
30_45,6,>30 °C,>30 °C,hot,24,circ,Circulatory,Circulatorias,12187862,0.121485,0.0259783,2.92e-6,12.1485,7.0568,17.2403,***
30_45,6,>30 °C,>30 °C,hot,24,non_circ,Non-circulatory,No circulatorias,15588381,0.0758236,0.0141325,8.09e-8,7.58236,4.8124,10.3523,***
30_45,6,>30 °C,>30 °C,hot,24,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.25492,0.0863813,0.00317,25.492,8.56128,42.4228,***
30_45,6,>30 °C,>30 °C,hot,25,circ,Circulatory,Circulatorias,12187862,0.110762,0.0257699,1.72e-5,11.0762,6.02532,16.1271,***
30_45,6,>30 °C,>30 °C,hot,25,non_circ,Non-circulatory,No circulatorias,15588381,0.0692968,0.0155238,8.05e-6,6.92968,3.88701,9.97235,***
30_45,6,>30 °C,>30 °C,hot,25,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.256769,0.0930551,0.00579,25.6769,7.43807,43.9157,***
30_45,6,>30 °C,>30 °C,hot,26,circ,Circulatory,Circulatorias,12187862,0.110966,0.0246581,6.79e-6,11.0966,6.26365,15.9296,***
30_45,6,>30 °C,>30 °C,hot,26,non_circ,Non-circulatory,No circulatorias,15588381,0.0775234,0.0141971,4.75e-8,7.75234,4.96972,10.535,***
30_45,6,>30 °C,>30 °C,hot,26,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.247466,0.0928294,0.00768,24.7466,6.55206,42.9412,***
30_45,6,>30 °C,>30 °C,hot,27,circ,Circulatory,Circulatorias,12187862,0.112942,0.0259903,1.39e-5,11.2942,6.20008,16.3883,***
30_45,6,>30 °C,>30 °C,hot,27,non_circ,Non-circulatory,No circulatorias,15588381,0.0648999,0.0155132,2.87e-5,6.48999,3.4494,9.53059,***
30_45,6,>30 °C,>30 °C,hot,27,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.232914,0.0978134,0.0173,23.2914,4.11995,42.4628,**
30_45,6,>30 °C,>30 °C,hot,28,circ,Circulatory,Circulatorias,12187862,0.102694,0.0257944,6.86e-5,10.2694,5.21372,15.3251,***
30_45,6,>30 °C,>30 °C,hot,28,non_circ,Non-circulatory,No circulatorias,15588381,0.0616195,0.0161267,1.33e-4,6.16195,3.00112,9.32279,***
30_45,6,>30 °C,>30 °C,hot,28,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.194291,0.0959951,0.043,19.4291,0.614071,38.2441,**
30_45,6,>30 °C,>30 °C,hot,29,circ,Circulatory,Circulatorias,12187862,0.0978883,0.0270339,2.94e-4,9.78883,4.49019,15.0875,***
30_45,6,>30 °C,>30 °C,hot,29,non_circ,Non-circulatory,No circulatorias,15588381,0.0609477,0.0154404,7.9e-5,6.09477,3.06846,9.12109,***
30_45,6,>30 °C,>30 °C,hot,29,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.222705,0.0981793,0.0233,22.2705,3.02735,41.5136,**
30_45,6,>30 °C,>30 °C,hot,30,circ,Circulatory,Circulatorias,12187862,0.094404,0.0274068,5.72e-4,9.4404,4.06866,14.8121,***
30_45,6,>30 °C,>30 °C,hot,30,non_circ,Non-circulatory,No circulatorias,15588381,0.0577987,0.0172331,7.97e-4,5.77987,2.40217,9.15756,***
30_45,6,>30 °C,>30 °C,hot,30,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.209103,0.100662,0.0378,20.9103,1.18057,40.64,**
