bin,bin_order,bin_label_en,bin_label_es,side,horizon,spec,spec_label_en,spec_label_es,nobs,estimate,se,p,pct,ci_low,ci_high,stars
10_15,2,10–15 °C,10–15 °C,cold,21,circ,Circulatory,Circulatorias,12187862,0.344888,0.0122927,3.339999999999999e-173,34.4888,32.0794,36.8982,***
10_15,2,10–15 °C,10–15 °C,cold,21,non_circ,Non-circulatory,No circulatorias,15588381,0.203692,0.0101332,7.169999999999999e-90,20.3692,18.3831,22.3553,***
10_15,2,10–15 °C,10–15 °C,cold,21,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.280325,0.0397992,1.87e-12,28.0325,20.2319,35.8332,***
10_15,2,10–15 °C,10–15 °C,cold,22,circ,Circulatory,Circulatorias,12187862,0.34357,0.0126903,2.0299999999999994e-161,34.357,31.8697,36.8443,***
10_15,2,10–15 °C,10–15 °C,cold,22,non_circ,Non-circulatory,No circulatorias,15588381,0.214237,0.0100588,1.17e-100,21.4237,19.4522,23.3953,***
10_15,2,10–15 °C,10–15 °C,cold,22,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.322291,0.0421309,2.01e-14,32.2291,23.9715,40.4868,***
10_15,2,10–15 °C,10–15 °C,cold,23,circ,Circulatory,Circulatorias,12187862,0.354658,0.0131425,2.1799999999999994e-160,35.4658,32.8898,38.0417,***
10_15,2,10–15 °C,10–15 °C,cold,23,non_circ,Non-circulatory,No circulatorias,15588381,0.21568,0.0106955,1.9699999999999996e-90,21.568,19.4717,23.6643,***
10_15,2,10–15 °C,10–15 °C,cold,23,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.345637,0.0435774,2.16e-15,34.5637,26.0226,43.1049,***
10_15,2,10–15 °C,10–15 °C,cold,24,circ,Circulatory,Circulatorias,12187862,0.359045,0.0127991,3.749999999999999e-173,35.9045,33.3959,38.4132,***
10_15,2,10–15 °C,10–15 °C,cold,24,non_circ,Non-circulatory,No circulatorias,15588381,0.218348,0.010675,5.519999999999999e-93,21.8348,19.7425,23.9271,***
10_15,2,10–15 °C,10–15 °C,cold,24,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.373224,0.0450162,1.12e-16,37.3224,28.4992,46.1455,***
10_15,2,10–15 °C,10–15 °C,cold,25,circ,Circulatory,Circulatorias,12187862,0.358261,0.0135879,3.349999999999999e-153,35.8261,33.1629,38.4894,***
10_15,2,10–15 °C,10–15 °C,cold,25,non_circ,Non-circulatory,No circulatorias,15588381,0.227698,0.0108433,6.699999999999999e-98,22.7698,20.6445,24.8951,***
10_15,2,10–15 °C,10–15 °C,cold,25,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.396021,0.0465833,1.87e-17,39.6021,30.471800000000002,48.7324,***
10_15,2,10–15 °C,10–15 °C,cold,26,circ,Circulatory,Circulatorias,12187862,0.368444,0.0132217,6.789999999999998e-171,36.8444,34.2529,39.4359,***
10_15,2,10–15 °C,10–15 °C,cold,26,non_circ,Non-circulatory,No circulatorias,15588381,0.22803,0.0111988,3.629999999999999e-92,22.803,20.608,24.998,***
10_15,2,10–15 °C,10–15 °C,cold,26,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.408471,0.0471482,4.57e-18,40.8471,31.606,50.0881,***
10_15,2,10–15 °C,10–15 °C,cold,27,circ,Circulatory,Circulatorias,12187862,0.371363,0.0138565,3.169999999999999e-158,37.1363,34.4204,39.8521,***
10_15,2,10–15 °C,10–15 °C,cold,27,non_circ,Non-circulatory,No circulatorias,15588381,0.229937,0.0111674,3.369999999999999e-94,22.9937,20.8049,25.1825,***
10_15,2,10–15 °C,10–15 °C,cold,27,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.439875,0.0500591,1.53e-18,43.9875,34.1759,53.799,***
10_15,2,10–15 °C,10–15 °C,cold,28,circ,Circulatory,Circulatorias,12187862,0.374542,0.0147032,3.879999999999999e-143,37.4542,34.5724,40.336,***
10_15,2,10–15 °C,10–15 °C,cold,28,non_circ,Non-circulatory,No circulatorias,15588381,0.230296,0.0116383,3.789999999999999e-87,23.0296,20.7485,25.3107,***
10_15,2,10–15 °C,10–15 °C,cold,28,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.449808,0.0522513,7.4e-18,44.9808,34.7396,55.2221,***
10_15,2,10–15 °C,10–15 °C,cold,29,circ,Circulatory,Circulatorias,12187862,0.376591,0.01444,6.209999999999998e-150,37.6591,34.8288,40.4893,***
10_15,2,10–15 °C,10–15 °C,cold,29,non_circ,Non-circulatory,No circulatorias,15588381,0.233046,0.0119057,2.5599999999999995e-85,23.3046,20.9711,25.6382,***
10_15,2,10–15 °C,10–15 °C,cold,29,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.458604,0.053202,6.69e-18,45.8604,35.4328,56.288,***
10_15,2,10–15 °C,10–15 °C,cold,30,circ,Circulatory,Circulatorias,12187862,0.378746,0.0149844,5.859999999999998e-141,37.8746,34.9377,40.8116,***
10_15,2,10–15 °C,10–15 °C,cold,30,non_circ,Non-circulatory,No circulatorias,15588381,0.23375,0.0120716,1.5699999999999997e-83,23.375,21.0089,25.741,***
10_15,2,10–15 °C,10–15 °C,cold,30,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.465587,0.0566548,2.07e-16,46.5587,35.4544,57.6631,***
15_20,3,15–20 °C,15–20 °C,cold,0,circ,Circulatory,Circulatorias,12187862,-0.0118522,0.00286455,3.51e-5,-1.18522,-1.74668,-0.623772,***
15_20,3,15–20 °C,15–20 °C,cold,0,non_circ,Non-circulatory,No circulatorias,15588381,-0.0237606,0.00257257,2.55e-20,-2.37606,-2.88029,-1.87184,***
15_20,3,15–20 °C,15–20 °C,cold,0,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,-0.0091822,0.00570007,0.107,-0.91822,-2.03543,0.198993,
15_20,3,15–20 °C,15–20 °C,cold,1,circ,Circulatory,Circulatorias,12187862,-0.00637044,0.00344633,0.0645,-0.637044,-1.31253,0.0384372,*
15_20,3,15–20 °C,15–20 °C,cold,1,non_circ,Non-circulatory,No circulatorias,15588381,-0.0167614,0.00263361,1.96e-10,-1.67614,-2.19233,-1.15996,***
15_20,3,15–20 °C,15–20 °C,cold,1,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,-4.03913e-4,0.00717922,0.955,-0.0403913,-1.44752,1.36674,
15_20,3,15–20 °C,15–20 °C,cold,2,circ,Circulatory,Circulatorias,12187862,0.0122191,0.00438369,0.00531,1.22191,0.362703,2.08111,***
15_20,3,15–20 °C,15–20 °C,cold,2,non_circ,Non-circulatory,No circulatorias,15588381,4.24184e-4,0.0026645,0.874,0.0424184,-0.479824,0.56466,
15_20,3,15–20 °C,15–20 °C,cold,2,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0062812,0.0078641,0.424,0.62812,-0.913243,2.16948,
15_20,3,15–20 °C,15–20 °C,cold,3,circ,Circulatory,Circulatorias,12187862,0.0292468,0.00513671,1.24e-8,2.92468,1.91789,3.93148,***
15_20,3,15–20 °C,15–20 °C,cold,3,non_circ,Non-circulatory,No circulatorias,15588381,0.0090045,0.00317143,0.00452,0.90045,0.278849,1.52205,***
15_20,3,15–20 °C,15–20 °C,cold,3,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0191884,0.00855447,0.0249,1.91884,0.242167,3.59552,**
15_20,3,15–20 °C,15–20 °C,cold,4,circ,Circulatory,Circulatorias,12187862,0.0451918,0.00559009,6.25e-16,4.51918,3.42352,5.61483,***
15_20,3,15–20 °C,15–20 °C,cold,4,non_circ,Non-circulatory,No circulatorias,15588381,0.0150356,0.00338837,9.1e-6,1.50356,0.839437,2.16768,***
15_20,3,15–20 °C,15–20 °C,cold,4,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0215611,0.0103245,0.0368,2.15611,0.132495,4.17972,**
15_20,3,15–20 °C,15–20 °C,cold,5,circ,Circulatory,Circulatorias,12187862,0.0504293,0.00638557,2.85e-15,5.04293,3.79136,6.2945,***
15_20,3,15–20 °C,15–20 °C,cold,5,non_circ,Non-circulatory,No circulatorias,15588381,0.0218966,0.00368951,2.94e-9,2.18966,1.46651,2.9128,***
15_20,3,15–20 °C,15–20 °C,cold,5,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0101695,0.0115727,0.38,1.01695,-1.25129,3.2852,
15_20,3,15–20 °C,15–20 °C,cold,6,circ,Circulatory,Circulatorias,12187862,0.0618624,0.00567026,1.0300000000000001e-27,6.18624,5.07487,7.29761,***
15_20,3,15–20 °C,15–20 °C,cold,6,non_circ,Non-circulatory,No circulatorias,15588381,0.031369,0.00398278,3.38e-15,3.1369,2.35627,3.91752,***
15_20,3,15–20 °C,15–20 °C,cold,6,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0190843,0.0133586,0.153,1.90843,-0.709848,4.52671,
15_20,3,15–20 °C,15–20 °C,cold,7,circ,Circulatory,Circulatorias,12187862,0.0688881,0.00620821,1.31e-28,6.88881,5.672,8.10562,***
15_20,3,15–20 °C,15–20 °C,cold,7,non_circ,Non-circulatory,No circulatorias,15588381,0.0355546,0.00386003,3.23e-20,3.55546,2.7989,4.31203,***
15_20,3,15–20 °C,15–20 °C,cold,7,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0123563,0.0138513,0.372,1.23563,-1.47923,3.95049,
15_20,3,15–20 °C,15–20 °C,cold,8,circ,Circulatory,Circulatorias,12187862,0.0763708,0.00701573,1.3500000000000001e-27,7.63708,6.26199,9.01216,***
15_20,3,15–20 °C,15–20 °C,cold,8,non_circ,Non-circulatory,No circulatorias,15588381,0.037895,0.00421424,2.42e-19,3.7895,2.96351,4.6155,***
15_20,3,15–20 °C,15–20 °C,cold,8,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0147047,0.0143314,0.305,1.47047,-1.33849,4.27944,
15_20,3,15–20 °C,15–20 °C,cold,9,circ,Circulatory,Circulatorias,12187862,0.0856298,0.00702762,3.7499999999999998e-34,8.56298,7.18556,9.94039,***
15_20,3,15–20 °C,15–20 °C,cold,9,non_circ,Non-circulatory,No circulatorias,15588381,0.0438008,0.00433088,4.81e-24,4.38008,3.53123,5.22894,***
15_20,3,15–20 °C,15–20 °C,cold,9,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.013043,0.0157805,0.409,1.3043,-1.78868,4.39729,
15_20,3,15–20 °C,15–20 °C,cold,10,circ,Circulatory,Circulatorias,12187862,0.0902945,0.00732878,7.019999999999999e-35,9.02945,7.59301,10.4659,***
15_20,3,15–20 °C,15–20 °C,cold,10,non_circ,Non-circulatory,No circulatorias,15588381,0.0489461,0.00438992,7.19e-29,4.89461,4.03419,5.75504,***
15_20,3,15–20 °C,15–20 °C,cold,10,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0182671,0.016307,0.263,1.82671,-1.36946,5.02287,
15_20,3,15–20 °C,15–20 °C,cold,11,circ,Circulatory,Circulatorias,12187862,0.096399,0.00757372,4.1299999999999996e-37,9.6399,8.15545,11.1243,***
15_20,3,15–20 °C,15–20 °C,cold,11,non_circ,Non-circulatory,No circulatorias,15588381,0.0511056,0.00463456,2.83e-28,5.11056,4.20218,6.01893,***
15_20,3,15–20 °C,15–20 °C,cold,11,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0126973,0.0180218,0.481,1.26973,-2.26254,4.802,
15_20,3,15–20 °C,15–20 °C,cold,12,circ,Circulatory,Circulatorias,12187862,0.103152,0.00729662,2.25e-45,10.3152,8.88503,11.7453,***
15_20,3,15–20 °C,15–20 °C,cold,12,non_circ,Non-circulatory,No circulatorias,15588381,0.0543691,0.00481413,1.41e-29,5.43691,4.49334,6.38048,***
15_20,3,15–20 °C,15–20 °C,cold,12,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.018862,0.0193437,0.33,1.8862,-1.90517,5.67757,
15_20,3,15–20 °C,15–20 °C,cold,13,circ,Circulatory,Circulatorias,12187862,0.102352,0.00764171,6.57e-41,10.2352,8.7374,11.733,***
15_20,3,15–20 °C,15–20 °C,cold,13,non_circ,Non-circulatory,No circulatorias,15588381,0.0573436,0.00486159,4.13e-32,5.73436,4.78149,6.68724,***
15_20,3,15–20 °C,15–20 °C,cold,13,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0168957,0.0196757,0.39,1.68957,-2.16686,5.54601,
15_20,3,15–20 °C,15–20 °C,cold,14,circ,Circulatory,Circulatorias,12187862,0.109339,0.00748773,2.7099999999999998e-48,10.9339,9.46632,12.4015,***
15_20,3,15–20 °C,15–20 °C,cold,14,non_circ,Non-circulatory,No circulatorias,15588381,0.0630467,0.00504502,7.77e-36,6.30467,5.31585,7.2935,***
15_20,3,15–20 °C,15–20 °C,cold,14,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0231775,0.0210937,0.272,2.31775,-1.81661,6.4521,
15_20,3,15–20 °C,15–20 °C,cold,15,circ,Circulatory,Circulatorias,12187862,0.115444,0.0080725,2.16e-46,11.5444,9.96219,13.1266,***
15_20,3,15–20 °C,15–20 °C,cold,15,non_circ,Non-circulatory,No circulatorias,15588381,0.0634917,0.00565104,2.73e-29,6.34917,5.24156,7.45677,***
15_20,3,15–20 °C,15–20 °C,cold,15,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0281819,0.0212283,0.184,2.81819,-1.34256,6.97894,
15_20,3,15–20 °C,15–20 °C,cold,16,circ,Circulatory,Circulatorias,12187862,0.123084,0.00867964,1.21e-45,12.3084,10.6072,14.0096,***
15_20,3,15–20 °C,15–20 °C,cold,16,non_circ,Non-circulatory,No circulatorias,15588381,0.065896,0.00531908,3.0099999999999996e-35,6.5896,5.54706,7.63214,***
15_20,3,15–20 °C,15–20 °C,cold,16,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0407547,0.0219851,0.0638,4.07547,-0.23362,8.38456,*
15_20,3,15–20 °C,15–20 °C,cold,17,circ,Circulatory,Circulatorias,12187862,0.127905,0.00899736,7.309999999999999e-46,12.7905,11.027,14.554,***
15_20,3,15–20 °C,15–20 °C,cold,17,non_circ,Non-circulatory,No circulatorias,15588381,0.0686712,0.00566533,8.149999999999999e-34,6.86712,5.75672,7.97753,***
15_20,3,15–20 °C,15–20 °C,cold,17,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0557878,0.022371,0.0126,5.57878,1.19406,9.96349,**
15_20,3,15–20 °C,15–20 °C,cold,18,circ,Circulatory,Circulatorias,12187862,0.134651,0.00908248,1e-49,13.4651,11.685,15.2453,***
15_20,3,15–20 °C,15–20 °C,cold,18,non_circ,Non-circulatory,No circulatorias,15588381,0.0698589,0.00571938,2.6e-34,6.98589,5.86489,8.10688,***
15_20,3,15–20 °C,15–20 °C,cold,18,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0593497,0.0235981,0.0119,5.93497,1.30974,10.5602,**
15_20,3,15–20 °C,15–20 °C,cold,19,circ,Circulatory,Circulatorias,12187862,0.136414,0.00936812,4.9399999999999995e-48,13.6414,11.8052,15.4775,***
15_20,3,15–20 °C,15–20 °C,cold,19,non_circ,Non-circulatory,No circulatorias,15588381,0.0703648,0.00591327,1.19e-32,7.03648,5.87748,8.19548,***
15_20,3,15–20 °C,15–20 °C,cold,19,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0696753,0.0260321,0.0074400000000000004,6.96753,1.86524,12.0698,***
15_20,3,15–20 °C,15–20 °C,cold,20,circ,Circulatory,Circulatorias,12187862,0.137297,0.00961799,3.13e-46,13.7297,11.8446,15.6149,***
15_20,3,15–20 °C,15–20 °C,cold,20,non_circ,Non-circulatory,No circulatorias,15588381,0.0760405,0.00600235,8.84e-37,7.60405,6.42759,8.78051,***
15_20,3,15–20 °C,15–20 °C,cold,20,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0708955,0.0267932,0.00814,7.08955,1.83808,12.341,***
15_20,3,15–20 °C,15–20 °C,cold,21,circ,Circulatory,Circulatorias,12187862,0.145375,0.00974445,2.49e-50,14.5375,12.6276,16.4475,***
15_20,3,15–20 °C,15–20 °C,cold,21,non_circ,Non-circulatory,No circulatorias,15588381,0.074803,0.00633435,3.5e-32,7.4803,6.23876,8.72183,***
15_20,3,15–20 °C,15–20 °C,cold,21,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0797516,0.0290707,0.00608,7.97516,2.27731,13.673,***
15_20,3,15–20 °C,15–20 °C,cold,22,circ,Circulatory,Circulatorias,12187862,0.14183,0.0099624,5.4399999999999995e-46,14.183,12.2303,16.1356,***
15_20,3,15–20 °C,15–20 °C,cold,22,non_circ,Non-circulatory,No circulatorias,15588381,0.0802319,0.0064176,7.29e-36,8.02319,6.76534,9.28104,***
15_20,3,15–20 °C,15–20 °C,cold,22,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0963477,0.0297859,0.00122,9.63477,3.79673,15.4728,***
15_20,3,15–20 °C,15–20 °C,cold,23,circ,Circulatory,Circulatorias,12187862,0.145862,0.0106563,1.1999999999999999e-42,14.5862,12.4975,16.6748,***
15_20,3,15–20 °C,15–20 °C,cold,23,non_circ,Non-circulatory,No circulatorias,15588381,0.0798724,0.0065051,1.18e-34,7.98724,6.71224,9.26224,***
15_20,3,15–20 °C,15–20 °C,cold,23,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.103469,0.0320282,0.00124,10.3469,4.06933,16.6244,***
15_20,3,15–20 °C,15–20 °C,cold,24,circ,Circulatory,Circulatorias,12187862,0.147357,0.0105034,1.03e-44,14.7357,12.6771,16.7944,***
15_20,3,15–20 °C,15–20 °C,cold,24,non_circ,Non-circulatory,No circulatorias,15588381,0.0806047,0.00661239,3.52e-34,8.06047,6.76444,9.3565,***
15_20,3,15–20 °C,15–20 °C,cold,24,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.106939,0.0328835,0.00115,10.6939,4.24874,17.1391,***
15_20,3,15–20 °C,15–20 °C,cold,25,circ,Circulatory,Circulatorias,12187862,0.14441,0.0110989,1.06e-38,14.441,12.2656,16.6164,***
15_20,3,15–20 °C,15–20 °C,cold,25,non_circ,Non-circulatory,No circulatorias,15588381,0.0845432,0.00671379,2.32e-36,8.45432,7.13841,9.77022,***
15_20,3,15–20 °C,15–20 °C,cold,25,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.119747,0.0338168,3.99e-4,11.9747,5.3466,18.6028,***
15_20,3,15–20 °C,15–20 °C,cold,26,circ,Circulatory,Circulatorias,12187862,0.155989,0.0108085,3.2499999999999997e-47,15.5989,13.4804,17.7173,***
15_20,3,15–20 °C,15–20 °C,cold,26,non_circ,Non-circulatory,No circulatorias,15588381,0.0847991,0.007076,4.31e-33,8.47991,7.09301,9.8668,***
15_20,3,15–20 °C,15–20 °C,cold,26,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.119894,0.0332627,3.13e-4,11.9894,5.46987,18.5088,***
15_20,3,15–20 °C,15–20 °C,cold,27,circ,Circulatory,Circulatorias,12187862,0.158101,0.0111756,1.95e-45,15.8101,13.6197,18.0005,***
15_20,3,15–20 °C,15–20 °C,cold,27,non_circ,Non-circulatory,No circulatorias,15588381,0.0879026,0.00708465,2.38e-35,8.79026,7.40167,10.1788,***
15_20,3,15–20 °C,15–20 °C,cold,27,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.129054,0.0359681,3.33e-4,12.9054,5.85561,19.9551,***
15_20,3,15–20 °C,15–20 °C,cold,28,circ,Circulatory,Circulatorias,12187862,0.158821,0.011538,4.1399999999999995e-43,15.8821,13.6207,18.1436,***
15_20,3,15–20 °C,15–20 °C,cold,28,non_circ,Non-circulatory,No circulatorias,15588381,0.0877692,0.0072417,8.28e-34,8.77692,7.35755,10.1963,***
15_20,3,15–20 °C,15–20 °C,cold,28,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.131747,0.0378181,4.95e-4,13.1747,5.7623,20.587,***
15_20,3,15–20 °C,15–20 °C,cold,29,circ,Circulatory,Circulatorias,12187862,0.156489,0.0118046,4.13e-40,15.6489,13.3352,17.9626,***
15_20,3,15–20 °C,15–20 °C,cold,29,non_circ,Non-circulatory,No circulatorias,15588381,0.0874957,0.00735805,1.3199999999999998e-32,8.74957,7.30739,10.1917,***
15_20,3,15–20 °C,15–20 °C,cold,29,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.131746,0.0371415,3.89e-4,13.1746,5.89486,20.4543,***
15_20,3,15–20 °C,15–20 °C,cold,30,circ,Circulatory,Circulatorias,12187862,0.160056,0.0123176,1.32e-38,16.0056,13.5913,18.4198,***
15_20,3,15–20 °C,15–20 °C,cold,30,non_circ,Non-circulatory,No circulatorias,15588381,0.0878867,0.00753673,2.01e-31,8.78867,7.31147,10.2659,***
15_20,3,15–20 °C,15–20 °C,cold,30,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.13066,0.040447,0.00124,13.066,5.13834,20.9936,***
25_30,5,25–30 °C,25–30 °C,hot,0,circ,Circulatory,Circulatorias,12187862,0.0446928,0.00393097,5.9399999999999995e-30,4.46928,3.69881,5.23975,***
25_30,5,25–30 °C,25–30 °C,hot,0,non_circ,Non-circulatory,No circulatorias,15588381,0.0429069,0.00267872,9.610000000000001e-58,4.29069,3.76567,4.81572,***
25_30,5,25–30 °C,25–30 °C,hot,0,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.054672,0.00815604,2.04e-11,5.4672,3.86861,7.06578,***
25_30,5,25–30 °C,25–30 °C,hot,1,circ,Circulatory,Circulatorias,12187862,0.0472157,0.00553828,1.52e-17,4.72157,3.63607,5.80707,***
25_30,5,25–30 °C,25–30 °C,hot,1,non_circ,Non-circulatory,No circulatorias,15588381,0.0376434,0.00283985,4.1999999999999995e-40,3.76434,3.20773,4.32095,***
25_30,5,25–30 °C,25–30 °C,hot,1,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0730522,0.00977043,7.61e-14,7.30522,5.39021,9.22022,***
25_30,5,25–30 °C,25–30 °C,hot,2,circ,Circulatory,Circulatorias,12187862,0.0420109,0.00571791,2.02e-13,4.20109,3.08038,5.32181,***
25_30,5,25–30 °C,25–30 °C,hot,2,non_circ,Non-circulatory,No circulatorias,15588381,0.0341854,0.00348333,9.8e-23,3.41854,2.73581,4.10127,***
25_30,5,25–30 °C,25–30 °C,hot,2,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.075572,0.0110914,9.52e-12,7.5572,5.3833,9.73111,***
25_30,5,25–30 °C,25–30 °C,hot,3,circ,Circulatory,Circulatorias,12187862,0.032422,0.00667903,1.21e-6,3.2422,1.93311,4.55129,***
25_30,5,25–30 °C,25–30 °C,hot,3,non_circ,Non-circulatory,No circulatorias,15588381,0.0257716,0.00361187,9.66e-13,2.57716,1.86923,3.28509,***
25_30,5,25–30 °C,25–30 °C,hot,3,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0804705,0.012638,1.92e-10,8.04705,5.57001,10.5241,***
25_30,5,25–30 °C,25–30 °C,hot,4,circ,Circulatory,Circulatorias,12187862,0.0290632,0.00794489,2.54e-4,2.90632,1.34912,4.46352,***
25_30,5,25–30 °C,25–30 °C,hot,4,non_circ,Non-circulatory,No circulatorias,15588381,0.0214628,0.00360372,2.59e-9,2.14628,1.43996,2.85261,***
25_30,5,25–30 °C,25–30 °C,hot,4,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0953662,0.0134773,1.48e-12,9.53662,6.89508,12.1782,***
25_30,5,25–30 °C,25–30 °C,hot,5,circ,Circulatory,Circulatorias,12187862,0.0312371,0.00870051,3.3e-4,3.12371,1.41842,4.82901,***
25_30,5,25–30 °C,25–30 °C,hot,5,non_circ,Non-circulatory,No circulatorias,15588381,0.0191875,0.00411666,3.15e-6,1.91875,1.11189,2.72562,***
25_30,5,25–30 °C,25–30 °C,hot,5,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.0942249,0.0167445,1.83e-8,9.42249,6.14057,12.7044,***
25_30,5,25–30 °C,25–30 °C,hot,6,circ,Circulatory,Circulatorias,12187862,0.0286479,0.00833938,5.92e-4,2.86479,1.23027,4.49931,***
25_30,5,25–30 °C,25–30 °C,hot,6,non_circ,Non-circulatory,No circulatorias,15588381,0.0201067,0.00443285,5.74e-6,2.01067,1.14183,2.87951,***
25_30,5,25–30 °C,25–30 °C,hot,6,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.102139,0.0182037,2.01e-8,10.2139,6.64594,13.7818,***
25_30,5,25–30 °C,25–30 °C,hot,7,circ,Circulatory,Circulatorias,12187862,0.0194799,0.0089114,0.0288,1.94799,0.201352,3.69462,**
25_30,5,25–30 °C,25–30 °C,hot,7,non_circ,Non-circulatory,No circulatorias,15588381,0.0141363,0.0046615,0.00242,1.41363,0.499973,2.32728,***
25_30,5,25–30 °C,25–30 °C,hot,7,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.106643,0.0223988,1.93e-6,10.6643,6.27414,15.0545,***
25_30,5,25–30 °C,25–30 °C,hot,8,circ,Circulatory,Circulatorias,12187862,0.0217673,0.00865583,0.0119,2.17673,0.480183,3.87327,**
25_30,5,25–30 °C,25–30 °C,hot,8,non_circ,Non-circulatory,No circulatorias,15588381,0.0123287,0.00517587,0.0172,1.23287,0.218403,2.24734,**
25_30,5,25–30 °C,25–30 °C,hot,8,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.111626,0.0251264,8.89e-6,11.1626,6.23786,16.0874,***
25_30,5,25–30 °C,25–30 °C,hot,9,circ,Circulatory,Circulatorias,12187862,0.0121514,0.0100922,0.229,1.21514,-0.762925,3.1932,
25_30,5,25–30 °C,25–30 °C,hot,9,non_circ,Non-circulatory,No circulatorias,15588381,0.0117096,0.0052973,0.0271,1.17096,0.132691,2.20923,**
25_30,5,25–30 °C,25–30 °C,hot,9,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.115449,0.0253159,5.11e-6,11.5449,6.58299,16.5068,***
25_30,5,25–30 °C,25–30 °C,hot,10,circ,Circulatory,Circulatorias,12187862,0.0141065,0.00962171,0.143,1.41065,-0.475201,3.29651,
25_30,5,25–30 °C,25–30 °C,hot,10,non_circ,Non-circulatory,No circulatorias,15588381,0.00748277,0.00489851,0.127,0.748277,-0.211832,1.70839,
25_30,5,25–30 °C,25–30 °C,hot,10,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.110853,0.0279198,7.17e-5,11.0853,5.61303,16.5576,***
25_30,5,25–30 °C,25–30 °C,hot,11,circ,Circulatory,Circulatorias,12187862,0.0179213,0.0104606,0.0867,1.79213,-0.258143,3.84241,*
25_30,5,25–30 °C,25–30 °C,hot,11,non_circ,Non-circulatory,No circulatorias,15588381,0.00574065,0.00481573,0.233,0.574065,-0.369818,1.51795,
25_30,5,25–30 °C,25–30 °C,hot,11,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.113013,0.0303419,1.96e-4,11.3013,5.35434,17.2484,***
25_30,5,25–30 °C,25–30 °C,hot,12,circ,Circulatory,Circulatorias,12187862,0.011433,0.0107484,0.287,1.1433,-0.963383,3.24998,
25_30,5,25–30 °C,25–30 °C,hot,12,non_circ,Non-circulatory,No circulatorias,15588381,0.00512373,0.00504114,0.309,0.512373,-0.47569,1.50044,
25_30,5,25–30 °C,25–30 °C,hot,12,other_icd,Other or unknown cause,Otra causa o no especificada,6576306,0.113072,0.0318939,3.92e-4,11.3072,5.05596,17.5584,***
25_30,5,25–30 °C,25–30 °C,hot,13,circ,Circulatory,Circulatorias,12187862,0.0129221,0.0108795,0.235,1.29221,-0.840163,3.42459,
