hid,agem_mode,mode_share,clues_ent,mode_ent
NLSSA004944,19038,0.6543970955624652,19,19
NLSSA004985,19031,0.9226190476190477,19,19
NLSSA004990,19044,0.8150058226584594,19,19
NLSSA005002,88997,0.377315194230454,19,88
NLSSA014295,19026,0.3925693363217958,19,19
NLSSA014872,19049,0.9666666666666667,19,19
NTIMO000705,18017,0.5481171548117155,18,18
NTIMO000775,18019,1,18,18
NTIMO000874,18012,0.8461538461538461,18,18
NTIST000190,18012,1,18,18
NTSSA000013,18001,0.92336382552707,18,18
NTSSA000211,18003,1,18,18
NTSSA000375,18005,1,18,18
NTSSA000474,18006,0.6434196988120849,18,18
NTSSA000561,18008,1,18,18
NTSSA000573,18008,1,18,18
NTSSA000585,18014,1,18,18
NTSSA000614,18008,1,18,18
NTSSA000631,18008,1,18,18
NTSSA000660,18009,0.9481646627916236,18,18
NTSSA000696,18009,0.9682539682539683,18,18
NTSSA000713,18009,0.9696969696969697,18,18
NTSSA000730,18009,0.9,18,18
NTSSA000800,18010,0.8210699835156601,18,18
NTSSA001005,18012,0.8333333333333334,18,18
NTSSA001022,18012,1,18,18
NTSSA001080,18012,0.5,18,18
NTSSA001092,18012,1,18,18
NTSSA001104,18012,1,18,18
NTSSA001116,18012,0.875,18,18
NTSSA001133,18012,1,18,18
NTSSA001232,18014,1,18,18
NTSSA001495,18016,0.9945490357748157,18,18
NTSSA001594,18017,0.7720373157998077,18,18
NTSSA001710,18017,0.9980170774149164,18,18
NTSSA001746,18017,1,18,18
NTSSA001763,18017,1,18,18
NTSSA001775,18017,0.9574468085106383,18,18
NTSSA001792,18017,1,18,18
NTSSA001816,18017,1,18,18
NTSSA001845,18018,0.8451741624407682,18,18
NTSSA001903,18019,0.7272727272727273,18,18
NTSSA001956,18019,1,18,18
NTSSA001961,18019,1,18,18
NTSSA002084,18020,0.7290143141439087,18,18
NTSSA002154,18009,1,18,18
NTSSA002166,18015,0.8590130426318863,18,18
NTSSA003550,18012,0.9306703397612488,18,18
NTSSA015425,18019,0.8651359197677487,18,18
NTSSA015874,18020,0.9608042931866042,18,18
NTSSA016031,18003,0.9059233449477352,18,18
NTSSA016043,18015,0.9755391899000526,18,18
NTSSA016055,18015,0.8917958656330749,18,18
NTSSA016060,18004,0.9943444266690701,18,18
NTSSA016072,18016,0.9612167678980384,18,18
NTSSA016096,18017,1,18,18
OCIMO000335,20039,0.7889908256880734,20,20
OCIMO000352,20041,0.5801952580195258,20,20
OCIMO000550,20059,0.7874015748031497,20,20
OCIMO001315,20156,0.5895522388059702,20,20
OCIMO004050,20469,0.4174757281553398,20,20
OCSSA000121,20006,0.549083638787071,20,20
OCSSA000343,20026,0.6787371211664759,20,20
OCSSA000384,20031,0.2447515745276417,20,20
OCSSA000524,20039,0.6436375555393692,20,20
OCSSA000594,20042,0.5572549191463254,20,20
OCSSA000640,20043,0.884796437659033,20,20
OCSSA000985,20067,0.7125105830378571,20,20
OCSSA001463,20067,0.1384548212151852,20,20
OCSSA002052,20177,0.8576721210250077,20,20
OCSSA002146,20184,0.9562046837236436,20,20
OCSSA002320,20190,0.7766138418837855,20,20
OCSSA003406,20570,0.16513119533527698,20,20
OCSSA003715,20324,0.6038726403629587,20,20
OCSSA003826,20327,0.6438916601032642,20,20
OCSSA004152,20364,0.7829076885736631,20,20
OCSSA005383,20482,0.7201260123423048,20,20
OCSSA007693,20043,0.7654195553430552,20,20
OCSSA016764,20014,0.7577672609771092,20,20
OCSSA018473,20515,0.8127558479532164,20,20
OCSSA018736,20386,0.601350220387212,20,20
OCSSA018922,20516,0.3953719180944421,20,20
OCSSA019132,20484,0.5278092686110825,20,20
OCSSA019844,20044,0.9942582358429628,20,20
OCSSA019873,20079,0.7742851702580051,20,20
OCSSA019996,20064,0.5850187265917604,20,20
OCSSA020025,20559,0.9312920268972142,20,20
OCSSA020030,20318,0.7216124526042706,20,20
OCSSA020100,20278,0.8987870897005413,20,20
OCSSA020445,20526,0.7939376180243537,20,20
OCSSA020655,20073,0.8609892144869306,20,20
OCSSA020684,20334,0.9889022778512011,20,20
OCSSA021080,20545,0.6948814723718247,20,20
OCSSA021116,20277,0.781936046194912,20,20
OCSSA021133,20413,0.8693770872658633,20,20
OCSSA021256,20307,0.8498624908794971,20,20
PLIMO000691,21053,0.7986425339366516,21,21
PLIMO002004,21142,0.2346368715083799,21,21
PLIMO002803,21197,0.4353182751540041,21,21
PLIMO003450,21107,1,21,21
PLSSA000011,21001,0.848645215918713,21,21
PLSSA000081,21003,0.7886612318279037,21,21
PLSSA000204,21006,0.9129390952741976,21,21
PLSSA000513,21025,0.7909202216780513,21,21
PLSSA000612,21035,0.839654822531237,21,21
PLSSA000834,21044,0.6492476432197244,21,21
PLSSA000863,21045,0.7450776712781529,21,21
PLSSA001370,21067,0.8949518529325942,21,21
PLSSA001411,21069,0.9969230769230769,21,21
PLSSA001575,21072,0.7241253422573776,21,21
PLSSA001645,21074,0.7398855882555655,21,21
PLSSA001802,21083,0.9793270970075973,21,21
PLSSA002106,21094,0.5981655349491887,21,21
PLSSA002280,21104,1,21,21
PLSSA002362,21109,0.9892926101456907,21,21
PLSSA002403,21110,0.9955391776570985,21,21
PLSSA002490,21114,0.9623643541220415,21,21
PLSSA002852,21114,0.9971014492753624,21,21
PLSSA003033,21119,1,21,21
PLSSA003132,21132,0.7968938146609982,21,21
PLSSA003260,21114,0.618475660368146,21,21
PLSSA003371,29019,1,21,29
PLSSA003552,21154,0.86409817925762,21,21
PLSSA003646,21155,0.6330307012304384,21,21
PLSSA003663,21156,0.9577619683742894,21,21
PLSSA003762,21160,1,21,21
PLSSA004071,21174,0.7082952954780598,21,21
PLSSA004404,21186,0.7195775353659947,21,21
PLSSA004503,21191,0.7728560001729468,21,21
PLSSA004614,21197,0.9972577696526508,21,21
PLSSA005104,21210,0.6913743657621884,21,21
PLSSA005232,21217,0.9822096081960404,21,21
PLSSA005331,21019,0.9468235923498729,21,21
PLSSA005606,21183,0.9815955894275985,21,21
PLSSA005640,21004,0.96513470681458,21,21
PLSSA005664,21010,0.9413065919480903,21,21
PLSSA005676,21177,0.9649371618083435,21,21
PLSSA005693,21111,0.83408021822028,21,21
PLSSA005710,21114,0.9617593750797744,21,21
PLSSA005722,21195,0.9847832517172248,21,21
PLSSA005734,21145,0.43727444578106206,21,21
PLSSA005763,21195,1,21,21
PLSSA005891,21067,0.8624958622972526,21,21
PLSSA006026,21069,0.9912426253687315,21,21
PLSSA006043,21114,0.8886906885479843,21,21
PLSSA006060,21119,0.9856722120512617,21,21
PLSSA006294,21114,0.9969924812030075,21,21
PLSSA008263,21197,0.9824185152916471,21,21
PLSSA008272,21156,0.8266112563306649,21,21
PLSSA008281,21207,0.9096013317157126,21,21
PLSSA008425,21114,0.6133234617686903,21,21
PLSSA008434,21010,0.9983128464690287,21,21
PLSSA008452,21156,0.9958297317380161,21,21
PLSSA008461,21179,0.9947563511436579,21,21
PLSSA008485,21174,0.591502739187721,21,21
PLSSA008503,21015,0.9845995893223819,21,21
PLSSA008512,21128,0.38217000691085,21,21
PLSSA008572,21003,0.846277009856486,21,21
PLSSA008641,21186,0.5660323132864337,21,21
PLSSA008803,21189,0.8338372732270478,21,21
PLSSA008845,21164,0.9818248289549276,21,21
PLSSA008854,21140,0.9640506039269563,21,21
PLSSA008872,21186,0.9738762061661568,21,21
PLSSA008881,21114,0.3600100351229303,21,21
PLSSA008890,21149,0.9531523642732049,21,21
PLSSA008941,21001,0.8352793740066022,21,21
PLSSA008950,21053,0.9423830375662595,21,21
PLSSA008974,21174,0.9827827888834715,21,21
PLSSA009001,21074,0.5973197498177353,21,21
PLSSA009025,21085,0.9790290544597903,21,21
PLSSA009061,21099,0.9786050492083869,21,21
PLSSA009070,21001,0.9912410105107874,21,21
PLSSA009121,21094,0.9074550128534704,21,21
PLSSA009130,21078,0.9966226780911877,21,21
PLSSA009172,21132,0.996427099079291,21,21
PLSSA009214,21114,0.9794666666666667,21,21
PLSSA009223,21114,0.9975478175576263,21,21
PLSSA009232,21110,0.9630706534181968,21,21
PLSSA009241,21114,0.9841584158415841,21,21
PLSSA009265,21205,0.9904769689786243,21,21
PLSSA009274,21063,0.9265554506347707,21,21
PLSSA009283,21197,0.9664517364657814,21,21
PLSSA009292,21019,0.7476844379330039,21,21
PLSSA009343,21104,0.9627236580516899,21,21
PLSSA009394,21114,0.948321537305761,21,21
PLSSA009412,21163,0.9876688826935449,21,21
PLSSA015090,21116,0.5519568151147098,21,21
PLSSA015230,21114,0.9917374099598626,21,21
PLSSA015411,21082,0.7374541667570675,21,21
PLSSA015423,21164,0.7539117079873902,21,21
PLSSA015534,21114,0.42937123169681307,21,21
PLSSA015551,21208,0.7710419135575443,21,21
PLSSA016543,21071,0.7436703884258531,21,21
PLSSA016806,21085,0.7328510484617294,21,21
PLSSA016811,21206,0.5537611679490432,21,21
PLSSA016835,21043,0.9199949866310161,21,21
PLSSA016852,21172,0.9529338180680974,21,21
PLSSA016893,21154,0.5768434834023144,21,21
PLSSA017021,21109,0.9492794160739497,21,21
PLSSA017065,21041,0.9799156118143459,21,21
PLSSA017074,21143,0.8968335035750766,21,21
PLSSA017134,21114,0.9961685823754789,21,21
PLSSA017143,21194,0.8100308488406807,21,21
QRSSA000011,23001,0.9984134460447706,23,23
QRSSA000023,23002,0.9821191074331314,23,23
QRSSA000221,23002,1,23,23
QRSSA000356,23003,0.9982520347408095,23,23
QRSSA000361,23004,0.9792622281600237,23,23
QRSSA000373,23004,0.9907792442596276,23,23
QRSSA000460,23010,0.9563463987547757,23,23
QRSSA001044,23005,0.9935567828350156,23,23
QRSSA001312,23006,0.9489306744303132,23,23
QRSSA001423,23007,0.9893866233207439,23,23
QRSSA001633,23009,1,23,23
QRSSA001826,23003,0.9802360937220533,23,23
QRSSA018001,23008,0.9553870382869469,23,23
QRSSA018062,23005,0.9578800124339447,23,23
QTSSA000475,22004,0.5444891866405066,22,22
QTSSA001052,22009,0.47166873838504425,22,22
QTSSA001740,22014,0.9790833975983254,22,22
QTSSA001752,22014,0.9945803715194597,22,22
QTSSA002901,22014,0.900665078865771,22,22
QTSSA003451,22001,0.9540615278257863,22,22
QTSSA012911,22018,0.9832968138223356,22,22
QTSSA012935,22016,0.9396501128668172,22,22
SLSME000016,25006,0.9959636922696139,25,25
SLSME000021,25006,0.9902909143020923,25,25
SLSSA000024,25001,0.7905891392984891,25,25
SLSSA000193,25002,0.9925964702363147,25,25
SLSSA000246,25003,0.9870834154999014,25,25
SLSSA000473,25004,0.9885755581524079,25,25
SLSSA000572,25005,0.9979591836734694,25,25
SLSSA000666,25006,0.8408896106825461,25,25
SLSSA000671,25006,0.9302047781569965,25,25
SLSSA000811,25006,0.9982553067752253,25,25
SLSSA000963,25007,0.9897176155709518,25,25
SLSSA001132,25009,0.8571428571428571,25,25
SLSSA001255,25011,0.9176541034204095,25,25
SLSSA001540,25012,0.9994166863330943,25,25
SLSSA001716,25013,0.9736664655570146,25,25
SLSSA001873,25014,0.9934485948332586,25,25
SLSSA001885,25014,0.9387755102040817,25,25
SLSSA002136,25017,0.9955054037804467,25,25
SLSSA002491,25018,0.9975272642444742,25,25
SLSSA002556,25006,0.9291752969522763,25,25
SLSSA002585,25012,0.9852744926602549,25,25
SLSSA017570,25016,0.9975746707431796,25,25
SLSSA017582,25006,1,25,25
SLSSA017594,25008,0.9397056032028163,25,25
SLSSA017606,25006,0.9554113301342907,25,25
SLSSA018113,25015,0.7956267577807219,25,25
SLSSA018253,25009,0.9524068322981366,25,25
SLSSA018265,25006,0.9954139585737715,25,25
SPIMO000283,24008,0.5628803245436106,24,24
SPIMO000546,24015,0.7551100628930818,24,24
SPIMO000732,24020,0.7986111111111112,24,24
SPIMO001461,24038,1,24,24
SPIMO002475,24053,0.5802348336594912,24,24
SPSSA000011,24001,0.9515951595159516,24,24
SPSSA000040,24003,1,24,24
SPSSA000064,24003,0.7468623428541371,24,24
SPSSA000262,24010,0.9975844299254624,24,24
SPSSA000356,24013,0.7295195512884489,24,24
SPSSA000752,24020,0.7683467641851306,24,24
SPSSA000945,24024,0.5171331434621177,24,24
SPSSA001032,24025,0.9646957552179406,24,24
SPSSA001102,24028,0.6357781248070018,24,24
SPSSA001563,24028,0.5908545821762181,24,24
SPSSA001703,24037,0.8398802626496716,24,24
SPSSA002420,24053,0.9503746642160328,24,24
SPSSA002654,24056,0.9763473950815654,24,24
SPSSA002770,24016,0.9314651553316541,24,24
SPSSA002992,24020,0.6836874698705826,24,24
SPSSA003366,24025,0.6666666666666666,24,24
SPSSA003482,24028,0.4782608695652174,24,24
SPSSA017132,24040,0.9500179147259047,24,24
SPSSA017144,24054,0.9813494678408116,24,24
SPSSA017296,24025,1,24,24
SPSSA017301,24028,0.928250790175991,24,24
SPSSA017313,24035,0.46205152901516977,24,24
SRSSA000055,26003,0.9909115209836942,26,26
SRSSA000504,26017,0.9749481053359925,26,26
SRSSA000562,26018,0.9898923065336905,26,26
SRSSA000726,26019,0.9979593749023936,26,26
SRSSA001006,26029,0.6666666666666666,26,26
SRSSA001011,26029,0.9121939956349883,26,26
SRSSA001105,26030,0.9850890966621464,26,26
SRSSA001110,26030,0.921979810942968,26,26
SRSSA001583,26036,0.9172405502412887,26,26
SRSSA001612,26038,0.5986744078507938,26,26
SRSSA001670,26042,0.9490164103429208,26,26
SRSSA001851,26043,0.9920979292341341,26,26
SRSSA002085,26055,0.9949188546180644,26,26
SRSSA002143,26058,0.98768253591357,26,26
SRSSA002295,26066,0.8576946847960445,26,26
SRSSA006261,26017,0.8793669175834781,26,26
SRSSA006285,26019,0.9720213666862094,26,26
SRSSA006290,26036,0.8610471806674338,26,26
SRSSA017666,26048,0.9875215414322197,26,26
SRSSA017671,26002,0.9887930101443428,26,26
SRSSA018313,26033,0.961964175490954,26,26
TCSSA000014,27001,0.9935967715598685,27,27
TCSSA000306,27002,0.8747962408516301,27,27
TCSSA000690,27003,0.9972362412881519,27,27
TCSSA000941,27003,0.9971369170322604,27,27
TCSSA001040,27004,0.7567125283429263,27,27
TCSSA001052,27004,0.5070435738130081,27,27
TCSSA001064,27004,0.8247021721898115,27,27
TCSSA001076,27004,0.8416201332722465,27,27
TCSSA001081,27004,0.7630892232524569,27,27
TCSSA001962,27005,1,27,27
TCSSA002003,27006,0.9574701437972215,27,27
TCSSA002353,27007,0.859800151682478,27,27
TCSSA002423,27008,0.9874672988109517,27,27
TCSSA002971,27009,0.9837819222780642,27,27
TCSSA003135,27010,0.9843056316077672,27,27
TCSSA003321,27011,1,27,27
TCSSA003514,27012,0.968986083499006,27,27
TCSSA003922,27012,0.9900079232326789,27,27
TCSSA003963,27013,0.9741778126326543,27,27
TCSSA004296,27014,0.9832548976688191,27,27
TCSSA004301,27015,0.9292356516970609,27,27
TCSSA004564,27016,0.9015637385602076,27,27
TCSSA004716,27017,0.979927695344556,27,27
TCSSA016756,27008,0.8676987352841158,27,27
TCSSA017420,27005,0.9461122839660786,27,27
TCSSA017432,27011,0.9695121951219512,27,27
TCSSA017671,27005,0.9927799327644169,27,27
TCSSA017782,27003,0.9857439966284002,27,27
TLSSA000261,29007,0.8056915693023706,29,29
TLSSA000722,29018,0.7668241137514609,29,29
TLSSA000944,29025,0.9273018985649345,29,29
TLSSA001142,29033,0.6466025172595291,29,29
TLSSA001183,29034,0.9253083068331652,29,29
TLSSA001376,29005,0.2825244068645176,29,29
TLSSA001480,29044,0.6546477060283796,29,29
TLSSA001883,29025,0.5896704377766847,29,29
TLSSA001900,29034,0.8771186440677966,29,29
TLSSA017645,29033,0.10121003066141042,29,29
TLSSA017831,29006,0.673419922830281,29,29
TLSSA017913,29033,0.20433037583000238,29,29
TLSSA017925,29023,0.39847128906781276,29,29
TLSSA017983,29013,0.8691038184794609,29,29
TSIMO000661,28034,0.8546712802768166,28,28
TSIMO000796,28037,0.9517167381974249,28,28
TSIMO000871,28039,0.7986348122866894,28,28
TSIMO001250,28016,0.8439803439803439,28,28
TSSSA000010,28001,0.8443018637335777,28,28
TSSSA000092,28002,0.9969725758439419,28,28
TSSSA000401,28009,0.7206984541095969,28,28
TSSSA001031,28022,0.9962611386909831,28,28
TSSSA001550,28027,0.9959672010195184,28,28
TSSSA001562,28027,0.9960557183956309,28,28
TSSSA001772,28032,0.99614046476716,28,28
TSSSA002192,28035,0.9886563639047543,28,28
TSSSA002431,28038,0.9202832000267169,28,28
TSSSA002443,28038,0.5061147695202258,28,28
TSSSA002793,28041,0.9542419681032811,28,28
TSSSA002805,28041,0.9132136880728311,28,28
TSSSA002810,28041,0.7548531354812481,28,28
TSSSA003155,28017,0.9973903966597077,28,28
TSSSA003592,28041,0.9441637190500253,28,28
TSSSA003604,28038,0.6054114994363021,28,28
TSSSA003621,28032,0.9636363636363636,28,28
TSSSA003633,28032,0.9622641509433962,28,28
TSSSA003650,28021,0.7637040979244278,28,28
TSSSA003662,28003,0.6832669322709163,28,28
TSSSA003732,28022,0.9889368591473287,28,28
TSSSA005151,28038,0.8380218149737338,28,28
TSSSA005160,28038,0.42922008547008544,28,28
TSSSA018000,28021,0.8406819820747914,28,28
TSSSA018070,28032,0.9872084063047285,28,28
TSSSA018514,28003,0.9141323539798009,28,28
TSSSA018526,28033,0.9945842625039821,28,28
TSSSA018951,28040,0.9539572914185918,28,28
TSSSA018975,28025,0.9834250941756013,28,28
VZIMO002875,30124,0.8,30,30
VZIMO005004,30168,0.5,30,30
VZIMO006153,30023,0.6607142857142857,30,30
VZSSA000310,30010,0.9064089251005139,30,30
VZSSA000351,30011,0.9971434471365639,30,30
VZSSA000416,30013,0.8359298430391597,30,30
VZSSA000976,30032,0.9577108550940144,30,30
VZSSA001121,30038,0.7875534891985134,30,30
VZSSA001150,30039,0.8842703424010555,30,30
VZSSA001355,30044,0.703484049350589,30,30
VZSSA001384,30045,0.5421962908939363,30,30
VZSSA002306,30069,0.63501393901411185,30,30
VZSSA002393,30071,0.5164026211015262,30,30
VZSSA002434,30072,0.9580416283619735,30,30
VZSSA002690,30082,0.5312752725954433,30,30
VZSSA002965,30087,0.9169562842514061,30,30
VZSSA002970,30087,0.7571937981680258,30,30
VZSSA002982,30087,0.49852549809393654,30,30
VZSSA003163,30091,0.9100520992951272,30,30
VZSSA003361,30102,0.7749321804001357,30,30
VZSSA003595,30108,0.7044119125949976,30,30
VZSSA003740,30109,0.7583564025715528,30,30
VZSSA003880,30112,0.594551441971859,30,30
VZSSA004032,30118,0.40057636887608067,30,30
VZSSA004085,30121,0.9826060296371998,30,30
VZSSA004160,30123,0.9895849024122572,30,30
VZSSA004370,30124,0.9899929550403485,30,30
VZSSA004580,30128,0.8168946946723598,30,30
VZSSA004674,30130,0.9715712639262389,30,30
VZSSA004744,30131,0.5320928836703305,30,30
VZSSA004860,30118,0.17463528549220336,30,30
VZSSA004913,30141,0.9865075587216651,30,30
VZSSA005106,30143,0.915242637909581,30,30
VZSSA005560,30155,0.9874200594783799,30,30
VZSSA005980,30161,0.9686830086680959,30,30
VZSSA006045,30164,0.7503718698623243,30,30
VZSSA006313,30174,0.7907126082489359,30,30
VZSSA006576,30178,0.9786666666666667,30,30
VZSSA006716,30183,0.9681734814974646,30,30
VZSSA006815,30189,0.9630804730314393,30,30
VZSSA006972,30193,0.977396254948183,30,30
VZSSA007573,30210,0.8785481682496608,30,30
VZSSA007660,30016,0.7450861315598477,30,30
VZSSA007684,30104,0.41805424651795997,30,30
VZSSA007696,30184,0.2603228042380434,30,30
VZSSA007701,30173,0.7262783368913287,30,30
VZSSA007713,30083,0.9867241882372556,30,30
VZSSA007725,30066,0.45580150916577833,30,30
VZSSA007730,30193,0.9615474839437763,30,30
VZSSA007742,30034,0.7638876484772706,30,30
VZSSA007754,30181,0.993781608516835,30,30
VZSSA007882,30003,0.45759894118406613,30,30
VZSSA008775,30128,0.6217189912506433,30,30
VZSSA010212,30028,0.9506123650977879,30,30
VZSSA015411,30077,0.8475105825438419,30,30
VZSSA015435,30061,0.9508974482030468,30,30
VZSSA015545,30129,0.823108240909729,30,30
VZSSA015661,30112,0.4840351016308514,30,30
VZSSA015801,30169,0.9933654815935451,30,30
VZSSA015871,30048,0.7874410710918348,30,30
VZSSA015883,30061,1,30,30
VZSSA015895,30039,0.996764917325665,30,30
VZSSA016035,30160,0.9688477296419307,30,30
VZSSA016052,30009,0.7324997586173603,30,30
VZSSA016076,30147,0.9843184559710495,30,30
YNSME000016,31050,0.5104166666666666,31,31
YNSSA000565,31050,0.9241796185015223,31,31
YNSSA000570,31050,0.7282314764737696,31,31
YNSSA001224,31096,0.8410271981954627,31,31
YNSSA001871,31102,0.7864112757499097,31,31
YNSSA013423,31050,0.4791977188775841,31,31
YNSSA013440,31102,0.5496184843782403,31,31
YNSSA013464,31058,0.43201376936316693,31,31
YNSSA013476,31079,0.5415029943975788,31,31
ZSIMO000820,32038,0.6,32,32
ZSIMO000914,32039,0.92,32,32
ZSIMO001182,32048,0.711864406779661,32,32
ZSIMO001404,32055,0.8108695652173913,32,32
ZSSSA000152,32010,0.8073479853479854,32,32
ZSSSA000572,32019,0.9761296812132467,32,32
ZSSSA000613,32020,0.9435407573299207,32,32
ZSSSA000695,32022,0.6660691958625875,32,32
ZSSSA000700,32023,0.9234208870193104,32,32
ZSSSA000922,32034,0.9739059967585089,32,32
ZSSSA001016,32036,0.8795552309065823,32,32
ZSSSA001313,32042,0.9963978714695048,32,32
ZSSSA001395,32044,0.9001521522176594,32,32
ZSSSA001506,32049,0.998251053342873,32,32
ZSSSA001861,32057,0.9649818301949125,32,32
ZSSSA002136,32005,0.9757385778083133,32,32
ZSSSA002141,32051,0.8653491724603566,32,32
ZSSSA002310,32042,0.9742029690922366,32,32
ZSSSA012450,32017,0.32720652180011556,32,32
ZSSSA012771,32017,0.18617021276595744,32,32
ZSSSA012853,32024,0.7213958929578642,32,32
ZSSSA013143,32056,0.5737714313425532,32,32
ZSSSA013172,32017,0.7807341409086749,32,32
