bin,bin_order,bin_label_en,bin_label_es,side,horizon,spec,spec_label_en,spec_label_es,nobs,n_mun,mrate,estimate,se,p,pct,ci_low,ci_high,stars
15_20,3,15–20 °C,15–20 °C,cold,4,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0263118,0.00470646,2.26e-8,-2.63118,-3.55365,-1.70871,***
15_20,3,15–20 °C,15–20 °C,cold,5,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0370309,0.00289519,1.8499999999999998e-37,-3.70309,-4.27055,-3.13564,***
15_20,3,15–20 °C,15–20 °C,cold,5,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0199375,0.00509733,9.18e-5,-1.99375,-2.99283,-0.994676,***
15_20,3,15–20 °C,15–20 °C,cold,6,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0392904,0.00370062,2.4800000000000002e-26,-3.92904,-4.65437,-3.20372,***
15_20,3,15–20 °C,15–20 °C,cold,6,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0182343,0.00531592,6.03e-4,-1.82343,-2.86536,-0.781514,***
15_20,3,15–20 °C,15–20 °C,cold,7,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0380297,0.00374282,2.97e-24,-3.80297,-4.53656,-3.06938,***
15_20,3,15–20 °C,15–20 °C,cold,7,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0192733,0.0058607,0.00101,-1.92733,-3.07602,-0.778632,***
15_20,3,15–20 °C,15–20 °C,cold,8,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0363204,0.00377396,6.34e-22,-3.63204,-4.37174,-2.89234,***
15_20,3,15–20 °C,15–20 °C,cold,8,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0185864,0.00641286,0.00375,-1.85864,-3.11556,-0.601714,***
15_20,3,15–20 °C,15–20 °C,cold,9,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0379226,0.00405237,8.120000000000001e-21,-3.79226,-4.58652,-2.99799,***
15_20,3,15–20 °C,15–20 °C,cold,9,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0197231,0.00673909,0.00343,-1.97231,-3.29317,-0.651448,***
15_20,3,15–20 °C,15–20 °C,cold,10,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0342935,0.00414922,1.4e-16,-3.42935,-4.2426,-2.6161,***
15_20,3,15–20 °C,15–20 °C,cold,10,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0145566,0.00743328,0.0502,-1.45566,-2.91259,0.00125986,*
15_20,3,15–20 °C,15–20 °C,cold,11,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0315033,0.00436988,5.63e-13,-3.15033,-4.00682,-2.29383,***
15_20,3,15–20 °C,15–20 °C,cold,11,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0163643,0.00758934,0.0311,-1.63643,-3.12394,-0.148922,**
15_20,3,15–20 °C,15–20 °C,cold,12,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0285908,0.00444228,1.23e-10,-2.85908,-3.72977,-1.9884,***
15_20,3,15–20 °C,15–20 °C,cold,12,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0140753,0.00767818,0.0668,-1.40753,-2.91245,0.0973957,*
15_20,3,15–20 °C,15–20 °C,cold,13,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0305837,0.00493898,5.93e-10,-3.05837,-4.02641,-2.09032,***
15_20,3,15–20 °C,15–20 °C,cold,13,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0182878,0.00851207,0.0317,-1.82878,-3.49715,-0.160414,**
15_20,3,15–20 °C,15–20 °C,cold,14,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.035927,0.00562919,1.74e-10,-3.5927,-4.69602,-2.48937,***
15_20,3,15–20 °C,15–20 °C,cold,14,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0210768,0.00923754,0.0225,-2.10768,-3.91824,-0.297126,**
15_20,3,15–20 °C,15–20 °C,cold,15,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0353123,0.00525131,1.76e-11,-3.53123,-4.56049,-2.50198,***
15_20,3,15–20 °C,15–20 °C,cold,15,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0263887,0.00886585,0.00292,-2.63887,-4.37658,-0.901168,***
15_20,3,15–20 °C,15–20 °C,cold,16,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0367321,0.00548154,2.07e-11,-3.67321,-4.74759,-2.59882,***
15_20,3,15–20 °C,15–20 °C,cold,16,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0266935,0.00915827,0.00356,-2.66935,-4.46438,-0.87433399999999994,***
15_20,3,15–20 °C,15–20 °C,cold,17,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0350575,0.00556061,2.89e-10,-3.50575,-4.59563,-2.41587,***
15_20,3,15–20 °C,15–20 °C,cold,17,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0267991,0.00966905,0.00558,-2.67991,-4.57505,-0.78478,***
15_20,3,15–20 °C,15–20 °C,cold,18,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0366891,0.00565198,8.51e-11,-3.66891,-4.77669,-2.56112,***
15_20,3,15–20 °C,15–20 °C,cold,18,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.030314,0.00929625,0.00111,-3.0314,-4.85347,-1.20934,***
15_20,3,15–20 °C,15–20 °C,cold,19,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0365782,0.00578184,2.51e-10,-3.65782,-4.79106,-2.52458,***
15_20,3,15–20 °C,15–20 °C,cold,19,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0294487,0.00959661,0.00215,-2.94487,-4.82581,-1.06393,***
15_20,3,15–20 °C,15–20 °C,cold,20,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0385797,0.005959,9.53e-11,-3.85797,-5.02593,-2.69,***
15_20,3,15–20 °C,15–20 °C,cold,20,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0278623,0.0103496,0.0071,-2.78623,-4.81476,-0.757701,***
15_20,3,15–20 °C,15–20 °C,cold,21,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0410242,0.00625479,5.42e-11,-4.10242,-5.32836,-2.87648,***
15_20,3,15–20 °C,15–20 °C,cold,21,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0280308,0.01036,0.00682,-2.80308,-4.83364,-0.772529,***
15_20,3,15–20 °C,15–20 °C,cold,22,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0423914,0.00632296,2.02e-11,-4.23914,-5.47844,-2.99984,***
15_20,3,15–20 °C,15–20 °C,cold,22,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0320569,0.0107663,0.00291,-3.20569,-5.31589,-1.09548,***
15_20,3,15–20 °C,15–20 °C,cold,23,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0448521,0.00657541,9.03e-12,-4.48521,-5.77399,-3.19643,***
15_20,3,15–20 °C,15–20 °C,cold,23,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0276412,0.0111886,0.0135,-2.76412,-4.95708,-0.57116,**
15_20,3,15–20 °C,15–20 °C,cold,24,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0469325,0.00658727,1.04e-12,-4.69325,-5.98436,-3.40215,***
15_20,3,15–20 °C,15–20 °C,cold,24,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0322751,0.0114427,0.00479,-3.22751,-5.47028,-0.984749,***
15_20,3,15–20 °C,15–20 °C,cold,25,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0495539,0.00674487,2.03e-13,-4.95539,-6.27738,-3.63339,***
15_20,3,15–20 °C,15–20 °C,cold,25,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0333933,0.0126048,0.00807,-3.33933,-5.80987,-0.868802,***
15_20,3,15–20 °C,15–20 °C,cold,26,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.051128,0.00706271,4.51e-13,-5.1128,-6.49709,-3.72851,***
15_20,3,15–20 °C,15–20 °C,cold,26,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0373042,0.0124812,0.0028,-3.73042,-6.17674,-1.2841,***
15_20,3,15–20 °C,15–20 °C,cold,27,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0521067,0.0071279,2.67e-13,-5.21067,-6.60774,-3.8136,***
15_20,3,15–20 °C,15–20 °C,cold,27,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0345778,0.0120238,0.00403,-3.45778,-5.81444,-1.10112,***
15_20,3,15–20 °C,15–20 °C,cold,28,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0553669,0.00738747,6.64e-14,-5.53669,-6.98463,-4.08875,***
15_20,3,15–20 °C,15–20 °C,cold,28,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0391931,0.0127673,0.00214,-3.91931,-6.42169,-1.41692,***
15_20,3,15–20 °C,15–20 °C,cold,29,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0561156,0.0073628,2.51e-14,-5.61156,-7.05467,-4.16845,***
15_20,3,15–20 °C,15–20 °C,cold,29,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0405948,0.0120663,7.67e-4,-4.05948,-6.42448,-1.69448,***
15_20,3,15–20 °C,15–20 °C,cold,30,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,-0.0553518,0.00757847,2.8e-13,-5.53518,-7.02056,-4.0498,***
15_20,3,15–20 °C,15–20 °C,cold,30,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,-0.0401615,0.0128889,0.00183,-4.01615,-6.54237,-1.48992,***
25_30,5,25–30 °C,25–30 °C,hot,0,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0255366,0.00213524,5.79e-33,2.55366,2.13515,2.97217,***
25_30,5,25–30 °C,25–30 °C,hot,0,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0212577,0.00235166,1.5700000000000001e-19,2.12577,1.66485,2.5867,***
25_30,5,25–30 °C,25–30 °C,hot,1,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0275875,0.00188543,1.76e-48,2.75875,2.38921,3.1283,***
25_30,5,25–30 °C,25–30 °C,hot,1,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0275391,0.00303989,1.31e-19,2.75391,2.15809,3.34973,***
25_30,5,25–30 °C,25–30 °C,hot,2,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0299114,0.00220617,7.089999999999999e-42,2.99114,2.55873,3.42355,***
25_30,5,25–30 °C,25–30 °C,hot,2,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0303061,0.00396146,2.01e-14,3.03061,2.25416,3.80705,***
25_30,5,25–30 °C,25–30 °C,hot,3,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0285985,0.00285169,1.1399999999999999e-23,2.85985,2.30092,3.41878,***
25_30,5,25–30 °C,25–30 °C,hot,3,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.032136,0.00471387,9.28e-12,3.2136,2.28968,4.13751,***
25_30,5,25–30 °C,25–30 °C,hot,4,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0327981,0.00326043,8.35e-24,3.27981,2.64077,3.91885,***
25_30,5,25–30 °C,25–30 °C,hot,4,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0334736,0.00634571,1.33e-7,3.34736,2.1036,4.59112,***
25_30,5,25–30 °C,25–30 °C,hot,5,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0332972,0.00322932,6.29e-25,3.32972,2.69677,3.96266,***
25_30,5,25–30 °C,25–30 °C,hot,5,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0302684,0.00537966,1.84e-8,3.02684,1.97243,4.08125,***
25_30,5,25–30 °C,25–30 °C,hot,6,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.032879,0.00376336,2.4e-18,3.2879,2.55028,4.02551,***
25_30,5,25–30 °C,25–30 °C,hot,6,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0286477,0.0061774,3.53e-6,2.86477,1.654,4.07554,***
25_30,5,25–30 °C,25–30 °C,hot,7,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0333722,0.00418664,1.57e-15,3.33722,2.51664,4.1578,***
25_30,5,25–30 °C,25–30 °C,hot,7,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0345339,0.00656301,1.43e-7,3.45339,2.16704,4.73974,***
25_30,5,25–30 °C,25–30 °C,hot,8,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0333459,0.00421253,2.46e-15,3.33459,2.50893,4.16024,***
25_30,5,25–30 °C,25–30 °C,hot,8,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0290112,0.00627086,3.72e-6,2.90112,1.67203,4.13021,***
25_30,5,25–30 °C,25–30 °C,hot,9,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0333127,0.00499132,2.49e-11,3.33127,2.35297,4.30957,***
25_30,5,25–30 °C,25–30 °C,hot,9,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0285734,0.0076211,1.77e-4,2.85734,1.36361,4.35108,***
25_30,5,25–30 °C,25–30 °C,hot,10,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0256463,0.00495392,2.26e-7,2.56463,1.59366,3.5356,***
25_30,5,25–30 °C,25–30 °C,hot,10,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0257639,0.00723803,3.72e-4,2.57639,1.15774,3.99505,***
25_30,5,25–30 °C,25–30 °C,hot,11,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0245512,0.00543987,6.39e-6,2.45512,1.3889,3.52134,***
25_30,5,25–30 °C,25–30 °C,hot,11,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0205475,0.00774601,0.00799,2.05475,0.53653,3.57296,***
25_30,5,25–30 °C,25–30 °C,hot,12,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.023605,0.00555293,2.13e-5,2.3605,1.27212,3.44887,***
25_30,5,25–30 °C,25–30 °C,hot,12,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0225047,0.0078563,0.00418,2.25047,0.710635,3.79031,***
25_30,5,25–30 °C,25–30 °C,hot,13,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0242874,0.00583355,3.14e-5,2.42874,1.28536,3.57211,***
25_30,5,25–30 °C,25–30 °C,hot,13,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0211663,0.00734508,0.00396,2.11663,0.676997,3.55627,***
25_30,5,25–30 °C,25–30 °C,hot,14,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0245012,0.00614005,6.6e-5,2.45012,1.24668,3.65357,***
25_30,5,25–30 °C,25–30 °C,hot,14,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0287864,0.00888729,0.0012,2.87864,1.13673,4.62055,***
25_30,5,25–30 °C,25–30 °C,hot,15,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0246517,0.00595608,3.49e-5,2.46517,1.29778,3.63256,***
25_30,5,25–30 °C,25–30 °C,hot,15,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0289916,0.00956792,0.00244,2.89916,1.02385,4.77447,***
25_30,5,25–30 °C,25–30 °C,hot,16,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.02431,0.0064912,1.8e-4,2.431,1.15873,3.70328,***
25_30,5,25–30 °C,25–30 °C,hot,16,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0312609,0.0100849,0.00194,3.12609,1.14945,5.10272,***
25_30,5,25–30 °C,25–30 °C,hot,17,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0219905,0.00643976,6.38e-4,2.19905,0.936861,3.46125,***
25_30,5,25–30 °C,25–30 °C,hot,17,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0276115,0.00963128,0.00415,2.76115,0.87342,4.64888,***
25_30,5,25–30 °C,25–30 °C,hot,18,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0233823,0.00653698,3.48e-4,2.33823,1.05698,3.61948,***
25_30,5,25–30 °C,25–30 °C,hot,18,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0305105,0.0103187,0.00311,3.05105,1.0286,5.07351,***
25_30,5,25–30 °C,25–30 °C,hot,19,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0242132,0.006827,3.9e-4,2.42132,1.08323,3.75941,***
25_30,5,25–30 °C,25–30 °C,hot,19,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0308076,0.0105125,0.00338,3.08076,1.02031,5.14122,***
25_30,5,25–30 °C,25–30 °C,hot,20,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0256074,0.00685378,1.87e-4,2.56074,1.2174,3.90408,***
25_30,5,25–30 °C,25–30 °C,hot,20,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0249835,0.0108493,0.0213,2.49835,0.371893,4.62481,**
25_30,5,25–30 °C,25–30 °C,hot,21,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.026593,0.0071168,1.86e-4,2.6593,1.2644,4.05419,***
25_30,5,25–30 °C,25–30 °C,hot,21,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0319152,0.0119697,0.00767,3.19152,0.845471,5.53758,***
25_30,5,25–30 °C,25–30 °C,hot,22,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0259216,0.00730394,3.87e-4,2.59216,1.16058,4.02373,***
25_30,5,25–30 °C,25–30 °C,hot,22,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0315441,0.0116104,0.00659,3.15441,0.878772,5.43006,***
25_30,5,25–30 °C,25–30 °C,hot,23,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0305583,0.00746478,4.25e-5,3.05583,1.59273,4.51892,***
25_30,5,25–30 °C,25–30 °C,hot,23,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.03617,0.0120647,0.00272,3.617,1.25232,5.98167,***
25_30,5,25–30 °C,25–30 °C,hot,24,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.032337,0.00749134,1.58e-5,3.2337,1.7654,4.70201,***
25_30,5,25–30 °C,25–30 °C,hot,24,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0385108,0.0118612,0.00117,3.85108,1.52629,6.17586,***
25_30,5,25–30 °C,25–30 °C,hot,25,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0335236,0.00793183,2.37e-5,3.35236,1.79773,4.907,***
25_30,5,25–30 °C,25–30 °C,hot,25,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0330413,0.0128401,0.0101,3.30413,0.787473,5.82079,**
25_30,5,25–30 °C,25–30 °C,hot,26,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0366336,0.00790962,3.63e-6,3.66336,2.11307,5.21364,***
25_30,5,25–30 °C,25–30 °C,hot,26,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0365314,0.013087,0.00525,3.65314,1.08808,6.2182,***
25_30,5,25–30 °C,25–30 °C,hot,27,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0328738,0.00795736,3.61e-5,3.28738,1.72774,4.84702,***
25_30,5,25–30 °C,25–30 °C,hot,27,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0335645,0.0136017,0.0136,3.35645,0.69051,6.0224,**
25_30,5,25–30 °C,25–30 °C,hot,28,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0386331,0.00830239,3.27e-6,3.86331,2.23604,5.49057,***
25_30,5,25–30 °C,25–30 °C,hot,28,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0404941,0.0137627,0.00326,4.04941,1.35193,6.74689,***
25_30,5,25–30 °C,25–30 °C,hot,29,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0382349,0.00830626,4.16e-6,3.82349,2.19547,5.45152,***
25_30,5,25–30 °C,25–30 °C,hot,29,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0416306,0.0131351,0.00153,4.16306,1.58859,6.73753,***
25_30,5,25–30 °C,25–30 °C,hot,30,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0422619,0.00849079,6.45e-7,4.22619,2.56199,5.89038,***
25_30,5,25–30 °C,25–30 °C,hot,30,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0452719,0.0135436,8.3e-4,4.52719,1.87265,7.18173,***
30_45,6,>30 °C,>30 °C,hot,0,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0374421,0.00336823,1.05e-28,3.74421,3.08403,4.40438,***
30_45,6,>30 °C,>30 °C,hot,0,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0335248,0.00607906,3.49e-8,3.35248,2.16098,4.54397,***
30_45,6,>30 °C,>30 °C,hot,1,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0322851,0.00366759,1.33e-18,3.22851,2.50967,3.94736,***
30_45,6,>30 °C,>30 °C,hot,1,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0432737,0.0100053,1.52e-5,4.32737,2.36632,6.28842,***
30_45,6,>30 °C,>30 °C,hot,2,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0358984,0.00467489,1.6e-14,3.58984,2.67356,4.50611,***
30_45,6,>30 °C,>30 °C,hot,2,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0404966,0.00969568,2.96e-5,4.04966,2.14931,5.95002,***
30_45,6,>30 °C,>30 °C,hot,3,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0383755,0.00562288,8.8e-12,3.83755,2.73547,4.93964,***
30_45,6,>30 °C,>30 °C,hot,3,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0486139,0.00910616,9.37e-8,4.86139,3.07658,6.6462,***
30_45,6,>30 °C,>30 °C,hot,4,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0411732,0.00621786,3.55e-11,4.11732,2.89862,5.33602,***
30_45,6,>30 °C,>30 °C,hot,4,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0405887,0.0101185,6.04e-5,4.05887,2.07564,6.04211,***
30_45,6,>30 °C,>30 °C,hot,5,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0446213,0.00637041,2.48e-12,4.46213,3.21353,5.71073,***
30_45,6,>30 °C,>30 °C,hot,5,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0400684,0.00914559,1.18e-5,4.00684,2.2143,5.79937,***
30_45,6,>30 °C,>30 °C,hot,6,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0427992,0.00689262,5.32e-10,4.27992,2.92897,5.63088,***
30_45,6,>30 °C,>30 °C,hot,6,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0401056,0.010573,1.49e-4,4.01056,1.93825,6.08287,***
30_45,6,>30 °C,>30 °C,hot,7,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0400232,0.0075702,1.24e-7,4.00232,2.51856,5.48608,***
30_45,6,>30 °C,>30 °C,hot,7,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.037999,0.0108159,4.43e-4,3.7999,1.67999,5.9198,***
30_45,6,>30 °C,>30 °C,hot,8,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0376667,0.007974,2.32e-6,3.76667,2.20377,5.32957,***
30_45,6,>30 °C,>30 °C,hot,8,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0315091,0.0110736,0.00444,3.15091,0.980489,5.32133,***
30_45,6,>30 °C,>30 °C,hot,9,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0345435,0.00866969,6.77e-5,3.45435,1.75509,5.15361,***
30_45,6,>30 °C,>30 °C,hot,9,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0280852,0.0116029,0.0155,2.80852,0.53435,5.08269,**
30_45,6,>30 °C,>30 °C,hot,10,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.02407,0.00917788,0.00873,2.407,0.608141,4.20587,***
30_45,6,>30 °C,>30 °C,hot,10,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0247647,0.0128923,0.0547,2.47647,-0.0504193,5.00335,*
30_45,6,>30 °C,>30 °C,hot,11,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0166802,0.0087454,0.0565,1.66802,-0.046083,3.38212,*
30_45,6,>30 °C,>30 °C,hot,11,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0163412,0.0135919,0.229,1.63412,-1.02988,4.29813,
30_45,6,>30 °C,>30 °C,hot,12,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0154565,0.00893093,0.0835,1.54565,-0.204814,3.29611,*
30_45,6,>30 °C,>30 °C,hot,12,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0231475,0.0131894,0.0793,2.31475,-0.270368,4.89987,*
30_45,6,>30 °C,>30 °C,hot,13,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.019209,0.00902648,0.0333,1.9209,0.151709,3.69009,**
