bin,bin_order,bin_label_en,bin_label_es,side,horizon,spec,group_order,group_label_en,group_label_es,estimate,se,p,pct,ci_low,ci_high,stars
15_20,3,15–20 °C,15–20 °C,cold,20,male,2,Men,Hombres,-0.0270621,0.00719505,1.69e-4,-2.70621,-4.11644,-1.29598,***
15_20,3,15–20 °C,15–20 °C,cold,21,female,1,Women,Mujeres,-0.043461,0.00610326,1.07e-12,-4.3461,-5.54234,-3.14986,***
15_20,3,15–20 °C,15–20 °C,cold,21,male,2,Men,Hombres,-0.0308268,0.0073993,3.1e-5,-3.08268,-4.53294,-1.63242,***
15_20,3,15–20 °C,15–20 °C,cold,22,female,1,Women,Mujeres,-0.0456231,0.00616118,1.31e-13,-4.56231,-5.7699,-3.35472,***
15_20,3,15–20 °C,15–20 °C,cold,22,male,2,Men,Hombres,-0.0330709,0.00747053,9.56e-6,-3.30709,-4.77131,-1.84286,***
15_20,3,15–20 °C,15–20 °C,cold,23,female,1,Women,Mujeres,-0.046087,0.00631317,2.87e-13,-4.6087,-5.84608,-3.37131,***
15_20,3,15–20 °C,15–20 °C,cold,23,male,2,Men,Hombres,-0.0344785,0.00725343,2e-6,-3.44785,-4.86952,-2.02618,***
15_20,3,15–20 °C,15–20 °C,cold,24,female,1,Women,Mujeres,-0.0490807,0.00647986,3.61e-14,-4.90807,-6.17812,-3.63801,***
15_20,3,15–20 °C,15–20 °C,cold,24,male,2,Men,Hombres,-0.0370804,0.00738262,5.1e-7,-3.70804,-5.15503,-2.26105,***
15_20,3,15–20 °C,15–20 °C,cold,25,female,1,Women,Mujeres,-0.0511708,0.00656597,6.53e-15,-5.11708,-6.40401,-3.83015,***
15_20,3,15–20 °C,15–20 °C,cold,25,male,2,Men,Hombres,-0.0391359,0.00741527,1.31e-7,-3.91359,-5.36699,-2.4602,***
15_20,3,15–20 °C,15–20 °C,cold,26,female,1,Women,Mujeres,-0.0537882,0.00678783,2.3e-15,-5.37882,-6.70924,-4.04841,***
15_20,3,15–20 °C,15–20 °C,cold,26,male,2,Men,Hombres,-0.0398586,0.00756208,1.36e-7,-3.98586,-5.46803,-2.5037,***
15_20,3,15–20 °C,15–20 °C,cold,27,female,1,Women,Mujeres,-0.0540885,0.0068312,2.42e-15,-5.40885,-6.74777,-4.06994,***
15_20,3,15–20 °C,15–20 °C,cold,27,male,2,Men,Hombres,-0.0411458,0.00765767,7.74e-8,-4.11458,-5.61548,-2.61367,***
15_20,3,15–20 °C,15–20 °C,cold,28,female,1,Women,Mujeres,-0.0573989,0.00698476,2.07e-16,-5.73989,-7.1089,-4.37088,***
15_20,3,15–20 °C,15–20 °C,cold,28,male,2,Men,Hombres,-0.0428888,0.00783383,4.38e-8,-4.28888,-5.82431,-2.75345,***
15_20,3,15–20 °C,15–20 °C,cold,29,female,1,Women,Mujeres,-0.0584719,0.00678835,7.08e-18,-5.84719,-7.1777,-4.51667,***
15_20,3,15–20 °C,15–20 °C,cold,29,male,2,Men,Hombres,-0.0436916,0.00780181,2.14e-8,-4.36916,-5.89831,-2.84,***
15_20,3,15–20 °C,15–20 °C,cold,30,female,1,Women,Mujeres,-0.0575429,0.00709251,4.93e-16,-5.75429,-7.14442,-4.36415,***
15_20,3,15–20 °C,15–20 °C,cold,30,male,2,Men,Hombres,-0.0432779,0.00798565,5.98e-8,-4.32779,-5.89298,-2.7626,***
25_30,5,25–30 °C,25–30 °C,hot,0,female,1,Women,Mujeres,0.0227312,0.00181006,3.58e-36,2.27312,1.91835,2.62789,***
25_30,5,25–30 °C,25–30 °C,hot,0,male,2,Men,Hombres,0.0280267,0.00235482,1.1599999999999999e-32,2.80267,2.34112,3.26421,***
25_30,5,25–30 °C,25–30 °C,hot,1,female,1,Women,Mujeres,0.0258765,0.00171729,2.62e-51,2.58765,2.25106,2.92424,***
25_30,5,25–30 °C,25–30 °C,hot,1,male,2,Men,Hombres,0.0309723,0.00231783,9.989999999999999e-41,3.09723,2.64294,3.55153,***
25_30,5,25–30 °C,25–30 °C,hot,2,female,1,Women,Mujeres,0.0286274,0.00201283,6.65e-46,2.86274,2.46822,3.25725,***
25_30,5,25–30 °C,25–30 °C,hot,2,male,2,Men,Hombres,0.0312011,0.00307938,3.97e-24,3.12011,2.51655,3.72366,***
25_30,5,25–30 °C,25–30 °C,hot,3,female,1,Women,Mujeres,0.0281507,0.00285684,6.599999999999999e-23,2.81507,2.25513,3.37501,***
25_30,5,25–30 °C,25–30 °C,hot,3,male,2,Men,Hombres,0.0319538,0.00352549,1.26e-19,3.19538,2.50438,3.88637,***
25_30,5,25–30 °C,25–30 °C,hot,4,female,1,Women,Mujeres,0.0328789,0.00326764,8.13e-24,3.28789,2.64743,3.92834,***
25_30,5,25–30 °C,25–30 °C,hot,4,male,2,Men,Hombres,0.0345338,0.00469975,2.01e-13,3.45338,2.53222,4.37453,***
25_30,5,25–30 °C,25–30 °C,hot,5,female,1,Women,Mujeres,0.0324705,0.00323452,1.03e-23,3.24705,2.61308,3.88102,***
25_30,5,25–30 °C,25–30 °C,hot,5,male,2,Men,Hombres,0.0336712,0.00435607,1.08e-14,3.36712,2.51333,4.22091,***
25_30,5,25–30 °C,25–30 °C,hot,6,female,1,Women,Mujeres,0.0325132,0.00389345,6.78e-17,3.25132,2.4882,4.01444,***
25_30,5,25–30 °C,25–30 °C,hot,6,male,2,Men,Hombres,0.0328225,0.00480327,8.29e-12,3.28225,2.34081,4.22369,***
25_30,5,25–30 °C,25–30 °C,hot,7,female,1,Women,Mujeres,0.0343713,0.00426361,7.53e-16,3.43713,2.60147,4.2728,***
25_30,5,25–30 °C,25–30 °C,hot,7,male,2,Men,Hombres,0.0330618,0.0051501,1.37e-10,3.30618,2.29676,4.3156,***
25_30,5,25–30 °C,25–30 °C,hot,8,female,1,Women,Mujeres,0.0336836,0.00399235,3.26e-17,3.36836,2.58586,4.15086,***
25_30,5,25–30 °C,25–30 °C,hot,8,male,2,Men,Hombres,0.0295972,0.00534867,3.14e-8,2.95972,1.91138,4.00805,***
25_30,5,25–30 °C,25–30 °C,hot,9,female,1,Women,Mujeres,0.034065,0.00496232,6.66e-12,3.4065,2.43389,4.37912,***
25_30,5,25–30 °C,25–30 °C,hot,9,male,2,Men,Hombres,0.0311674,0.00645756,1.39e-6,3.11674,1.85106,4.38242,***
25_30,5,25–30 °C,25–30 °C,hot,10,female,1,Women,Mujeres,0.0277181,0.00488742,1.42e-8,2.77181,1.81387,3.72974,***
25_30,5,25–30 °C,25–30 °C,hot,10,male,2,Men,Hombres,0.0246287,0.00623133,7.74e-5,2.46287,1.24153,3.68422,***
25_30,5,25–30 °C,25–30 °C,hot,11,female,1,Women,Mujeres,0.0271686,0.00534472,3.71e-7,2.71686,1.66929,3.76442,***
25_30,5,25–30 °C,25–30 °C,hot,11,male,2,Men,Hombres,0.0215863,0.00666162,0.00119,2.15863,0.852956,3.46431,***
25_30,5,25–30 °C,25–30 °C,hot,12,female,1,Women,Mujeres,0.0259873,0.00532526,1.06e-6,2.59873,1.55498,3.64248,***
25_30,5,25–30 °C,25–30 °C,hot,12,male,2,Men,Hombres,0.0203917,0.00693102,0.00326,2.03917,0.680687,3.39765,***
25_30,5,25–30 °C,25–30 °C,hot,13,female,1,Women,Mujeres,0.0269085,0.00548676,9.38e-7,2.69085,1.61544,3.76625,***
25_30,5,25–30 °C,25–30 °C,hot,13,male,2,Men,Hombres,0.0223116,0.00689743,0.00122,2.23116,0.879266,3.58306,***
25_30,5,25–30 °C,25–30 °C,hot,14,female,1,Women,Mujeres,0.0287486,0.00591133,1.15e-6,2.87486,1.71624,4.03348,***
25_30,5,25–30 °C,25–30 °C,hot,14,male,2,Men,Hombres,0.0229594,0.00776251,0.0031,2.29594,0.774489,3.81739,***
25_30,5,25–30 °C,25–30 °C,hot,15,female,1,Women,Mujeres,0.0289854,0.00589075,8.63e-7,2.89854,1.74395,4.05313,***
25_30,5,25–30 °C,25–30 °C,hot,15,male,2,Men,Hombres,0.0223859,0.00750931,0.00287,2.23859,0.766766,3.71042,***
25_30,5,25–30 °C,25–30 °C,hot,16,female,1,Women,Mujeres,0.0290162,0.00643926,6.6e-6,2.90162,1.63952,4.16371,***
25_30,5,25–30 °C,25–30 °C,hot,16,male,2,Men,Hombres,0.0223408,0.00851679,0.00871,2.23408,0.564786,3.90337,***
25_30,5,25–30 °C,25–30 °C,hot,17,female,1,Women,Mujeres,0.0268227,0.00624016,1.72e-5,2.68227,1.4592,3.90534,***
25_30,5,25–30 °C,25–30 °C,hot,17,male,2,Men,Hombres,0.0201067,0.00782496,0.0102,2.01067,0.476976,3.54436,**
25_30,5,25–30 °C,25–30 °C,hot,18,female,1,Women,Mujeres,0.0287923,0.00642135,7.33e-6,2.87923,1.62064,4.13781,***
25_30,5,25–30 °C,25–30 °C,hot,18,male,2,Men,Hombres,0.0203451,0.00810012,0.012,2.03451,0.446883,3.62213,**
25_30,5,25–30 °C,25–30 °C,hot,19,female,1,Women,Mujeres,0.0292345,0.00669769,1.27e-5,2.92345,1.6107,4.23619,***
25_30,5,25–30 °C,25–30 °C,hot,19,male,2,Men,Hombres,0.0227236,0.00836331,0.00659,2.27236,0.633148,3.91157,***
25_30,5,25–30 °C,25–30 °C,hot,20,female,1,Women,Mujeres,0.0300503,0.00667517,6.74e-6,3.00503,1.6967,4.31337,***
25_30,5,25–30 °C,25–30 °C,hot,20,male,2,Men,Hombres,0.0229843,0.00828021,0.00551,2.29843,0.675511,3.92135,***
25_30,5,25–30 °C,25–30 °C,hot,21,female,1,Women,Mujeres,0.0326297,0.00697013,2.85e-6,3.26297,1.89683,4.62912,***
25_30,5,25–30 °C,25–30 °C,hot,21,male,2,Men,Hombres,0.0235743,0.00879981,0.00739,2.35743,0.632663,4.08219,***
25_30,5,25–30 °C,25–30 °C,hot,22,female,1,Women,Mujeres,0.0317215,0.00706803,7.19e-6,3.17215,1.78682,4.55749,***
25_30,5,25–30 °C,25–30 °C,hot,22,male,2,Men,Hombres,0.0228488,0.00868201,0.00849,2.28488,0.583205,3.98655,***
25_30,5,25–30 °C,25–30 °C,hot,23,female,1,Women,Mujeres,0.0366927,0.00724907,4.16e-7,3.66927,2.24845,5.09009,***
25_30,5,25–30 °C,25–30 °C,hot,23,male,2,Men,Hombres,0.027093,0.00900099,0.00261,2.7093,0.945111,4.4735,***
25_30,5,25–30 °C,25–30 °C,hot,24,female,1,Women,Mujeres,0.038875,0.00705084,3.52e-8,3.8875,2.50553,5.26946,***
25_30,5,25–30 °C,25–30 °C,hot,24,male,2,Men,Hombres,0.027358,0.00876304,0.0018,2.7358,1.01825,4.45336,***
25_30,5,25–30 °C,25–30 °C,hot,25,female,1,Women,Mujeres,0.0383879,0.00764906,5.2e-7,3.83879,2.33958,5.33801,***
25_30,5,25–30 °C,25–30 °C,hot,25,male,2,Men,Hombres,0.0295389,0.00941959,0.00171,2.95389,1.10765,4.80013,***
25_30,5,25–30 °C,25–30 °C,hot,26,female,1,Women,Mujeres,0.0413593,0.00765073,6.45e-8,4.13593,2.63639,5.63547,***
25_30,5,25–30 °C,25–30 °C,hot,26,male,2,Men,Hombres,0.0311297,0.0092654,7.8e-4,3.11297,1.29695,4.92899,***
25_30,5,25–30 °C,25–30 °C,hot,27,female,1,Women,Mujeres,0.039433,0.00775397,3.67e-7,3.9433,2.42352,5.46307,***
25_30,5,25–30 °C,25–30 °C,hot,27,male,2,Men,Hombres,0.0285735,0.009282,0.00208,2.85735,1.03808,4.67662,***
25_30,5,25–30 °C,25–30 °C,hot,28,female,1,Women,Mujeres,0.0456073,0.00795014,9.66e-9,4.56073,3.0025,6.11895,***
25_30,5,25–30 °C,25–30 °C,hot,28,male,2,Men,Hombres,0.0324121,0.00960094,7.36e-4,3.24121,1.35943,5.123,***
25_30,5,25–30 °C,25–30 °C,hot,29,female,1,Women,Mujeres,0.0446714,0.00785068,1.27e-8,4.46714,2.92841,6.00588,***
25_30,5,25–30 °C,25–30 °C,hot,29,male,2,Men,Hombres,0.0333108,0.00959826,5.19e-4,3.33108,1.44982,5.21234,***
25_30,5,25–30 °C,25–30 °C,hot,30,female,1,Women,Mujeres,0.0486922,0.00827635,4.02e-9,4.86922,3.24706,6.49139,***
25_30,5,25–30 °C,25–30 °C,hot,30,male,2,Men,Hombres,0.0375201,0.00979618,1.28e-4,3.75201,1.83196,5.67206,***
30_45,6,>30 °C,>30 °C,hot,0,female,1,Women,Mujeres,0.0336176,0.00372626,1.85e-19,3.36176,2.63141,4.0921,***
30_45,6,>30 °C,>30 °C,hot,0,male,2,Men,Hombres,0.0442699,0.00417981,3.27e-26,4.42699,3.60774,5.24623,***
30_45,6,>30 °C,>30 °C,hot,1,female,1,Women,Mujeres,0.0330404,0.00400196,1.51e-16,3.30404,2.51966,4.08843,***
30_45,6,>30 °C,>30 °C,hot,1,male,2,Men,Hombres,0.0370772,0.00466495,1.89e-15,3.70772,2.79339,4.62205,***
30_45,6,>30 °C,>30 °C,hot,2,female,1,Women,Mujeres,0.0374355,0.00523877,8.94e-13,3.74355,2.71675,4.77035,***
30_45,6,>30 °C,>30 °C,hot,2,male,2,Men,Hombres,0.0370614,0.00541293,7.55e-12,3.70614,2.6452,4.76707,***
30_45,6,>30 °C,>30 °C,hot,3,female,1,Women,Mujeres,0.0420309,0.00614174,7.73e-12,4.20309,2.99931,5.40687,***
30_45,6,>30 °C,>30 °C,hot,3,male,2,Men,Hombres,0.0409759,0.00672791,1.13e-9,4.09759,2.77892,5.41626,***
30_45,6,>30 °C,>30 °C,hot,4,female,1,Women,Mujeres,0.0452299,0.0063149,7.93e-13,4.52299,3.28527,5.76071,***
30_45,6,>30 °C,>30 °C,hot,4,male,2,Men,Hombres,0.0401282,0.00806843,6.58e-7,4.01282,2.4314,5.59423,***
30_45,6,>30 °C,>30 °C,hot,5,female,1,Women,Mujeres,0.0504088,0.00672139,6.39e-14,5.04088,3.72349,6.35828,***
30_45,6,>30 °C,>30 °C,hot,5,male,2,Men,Hombres,0.0376934,0.00754626,5.88e-7,3.76934,2.29028,5.24841,***
30_45,6,>30 °C,>30 °C,hot,6,female,1,Women,Mujeres,0.0470716,0.00705652,2.55e-11,4.70716,3.32409,6.09024,***
30_45,6,>30 °C,>30 °C,hot,6,male,2,Men,Hombres,0.0384592,0.00833458,3.94e-6,3.84592,2.21234,5.47949,***
30_45,6,>30 °C,>30 °C,hot,7,female,1,Women,Mujeres,0.0472119,0.00794807,2.85e-9,4.72119,3.16336,6.27901,***
30_45,6,>30 °C,>30 °C,hot,7,male,2,Men,Hombres,0.030899,0.00880409,4.49e-4,3.0899,1.3643,4.81551,***
30_45,6,>30 °C,>30 °C,hot,8,female,1,Women,Mujeres,0.0429973,0.00752056,1.08e-8,4.29973,2.8257,5.77376,***
30_45,6,>30 °C,>30 °C,hot,8,male,2,Men,Hombres,0.0261988,0.00948111,0.00572,2.61988,0.761583,4.47818,***
30_45,6,>30 °C,>30 °C,hot,9,female,1,Women,Mujeres,0.0407844,0.0083398,1.01e-6,4.07844,2.44384,5.71304,***
30_45,6,>30 °C,>30 °C,hot,9,male,2,Men,Hombres,0.0241582,0.0106597,0.0234,2.41582,0.326525,4.50511,**
30_45,6,>30 °C,>30 °C,hot,10,female,1,Women,Mujeres,0.0304919,0.00855773,3.67e-4,3.04919,1.37188,4.72651,***
30_45,6,>30 °C,>30 °C,hot,10,male,2,Men,Hombres,0.0167098,0.0108862,0.125,1.67098,-0.46272,3.80467,
30_45,6,>30 °C,>30 °C,hot,11,female,1,Women,Mujeres,0.0228429,0.0085513,0.00756,2.28429,0.60824,3.96035,***
30_45,6,>30 °C,>30 °C,hot,11,male,2,Men,Hombres,0.0106844,0.0107653,0.321,1.06844,-1.04156,3.17843,
30_45,6,>30 °C,>30 °C,hot,12,female,1,Women,Mujeres,0.0201528,0.00834074,0.0157,2.01528,0.380497,3.65007,**
30_45,6,>30 °C,>30 °C,hot,12,male,2,Men,Hombres,0.0137552,0.0110741,0.214,1.37552,-0.795005,3.54604,
30_45,6,>30 °C,>30 °C,hot,13,female,1,Women,Mujeres,0.026919,0.00854581,0.00163,2.6919,1.01692,4.36687,***
30_45,6,>30 °C,>30 °C,hot,13,male,2,Men,Hombres,0.0128344,0.0101083,0.204,1.28344,-0.697793,3.26467,
30_45,6,>30 °C,>30 °C,hot,14,female,1,Women,Mujeres,0.0271148,0.0090731,0.0028,2.71148,0.933156,4.48981,***
30_45,6,>30 °C,>30 °C,hot,14,male,2,Men,Hombres,0.0152456,0.0112061,0.174,1.52456,-0.671831,3.72095,
30_45,6,>30 °C,>30 °C,hot,15,female,1,Women,Mujeres,0.0315158,0.00954206,9.57e-4,3.15158,1.28134,5.02183,***
30_45,6,>30 °C,>30 °C,hot,15,male,2,Men,Hombres,0.0138684,0.01206,0.25,1.38684,-0.976915,3.75059,
30_45,6,>30 °C,>30 °C,hot,16,female,1,Women,Mujeres,0.0258698,0.0101991,0.0112,2.58698,0.587951,4.586,**
30_45,6,>30 °C,>30 °C,hot,16,male,2,Men,Hombres,0.0148411,0.0132279,0.262,1.48411,-1.10856,4.07677,
30_45,6,>30 °C,>30 °C,hot,17,female,1,Women,Mujeres,0.0260731,0.00945747,0.00584,2.60731,0.75365,4.46098,***
30_45,6,>30 °C,>30 °C,hot,17,male,2,Men,Hombres,0.0102614,0.0120965,0.396,1.02614,-1.34477,3.39705,
30_45,6,>30 °C,>30 °C,hot,18,female,1,Women,Mujeres,0.0227448,0.00970208,0.0191,2.27448,0.372877,4.17609,**
30_45,6,>30 °C,>30 °C,hot,18,male,2,Men,Hombres,0.0117732,0.0126817,0.353,1.17732,-1.3083,3.66294,
30_45,6,>30 °C,>30 °C,hot,19,female,1,Women,Mujeres,0.0230376,0.0105832,0.0295,2.30376,0.229458,4.37807,**
30_45,6,>30 °C,>30 °C,hot,19,male,2,Men,Hombres,0.0110256,0.0131562,0.402,1.10256,-1.47605,3.68118,
30_45,6,>30 °C,>30 °C,hot,20,female,1,Women,Mujeres,0.02187,0.00976714,0.0251,2.187,0.272641,4.10136,**
30_45,6,>30 °C,>30 °C,hot,20,male,2,Men,Hombres,0.00757633,0.0133671,0.571,0.757633,-1.86231,3.37758,
30_45,6,>30 °C,>30 °C,hot,21,female,1,Women,Mujeres,0.0273293,0.010501,0.00925,2.73293,0.674729,4.79114,***
30_45,6,>30 °C,>30 °C,hot,21,male,2,Men,Hombres,0.00870171,0.0130934,0.506,0.870171,-1.69613,3.43647,
30_45,6,>30 °C,>30 °C,hot,22,female,1,Women,Mujeres,0.0262931,0.010506,0.0123,2.62931,0.570144,4.68848,**
30_45,6,>30 °C,>30 °C,hot,22,male,2,Men,Hombres,0.00365748,0.0133418,0.784,0.365748,-2.24924,2.98074,
30_45,6,>30 °C,>30 °C,hot,23,female,1,Women,Mujeres,0.0303742,0.0110802,0.00612,3.03742,0.865692,5.20914,***
30_45,6,>30 °C,>30 °C,hot,23,male,2,Men,Hombres,0.00776489,0.0140297,0.58,0.776489,-1.97334,3.52632,
30_45,6,>30 °C,>30 °C,hot,24,female,1,Women,Mujeres,0.0332239,0.0104735,0.00151,3.32239,1.26959,5.37519,***
30_45,6,>30 °C,>30 °C,hot,24,male,2,Men,Hombres,0.00629281,0.0139691,0.652,0.629281,-2.10866,3.36722,
30_45,6,>30 °C,>30 °C,hot,25,female,1,Women,Mujeres,0.0358009,0.0108649,9.84e-4,3.58009,1.45057,5.70961,***
30_45,6,>30 °C,>30 °C,hot,25,male,2,Men,Hombres,0.0116494,0.0142991,0.415,1.16494,-1.63769,3.96757,
30_45,6,>30 °C,>30 °C,hot,26,female,1,Women,Mujeres,0.0319922,0.010372,0.00204,3.19922,1.16631,5.23214,***
30_45,6,>30 °C,>30 °C,hot,26,male,2,Men,Hombres,0.00785864,0.0145825,0.59,0.785864,-2.0723,3.64403,
30_45,6,>30 °C,>30 °C,hot,27,female,1,Women,Mujeres,0.0344842,0.0109283,0.0016,3.44842,1.30648,5.59036,***
30_45,6,>30 °C,>30 °C,hot,27,male,2,Men,Hombres,0.0053876,0.0151508,0.722,0.53876,-2.4308,3.50832,
30_45,6,>30 °C,>30 °C,hot,28,female,1,Women,Mujeres,0.0375383,0.0109687,6.21e-4,3.7538299999999998,1.60396,5.9037,***
30_45,6,>30 °C,>30 °C,hot,28,male,2,Men,Hombres,0.00842252,0.0159053,0.596,0.842252,-2.2752,3.9597,
30_45,6,>30 °C,>30 °C,hot,29,female,1,Women,Mujeres,0.0398118,0.0111987,3.78e-4,3.98118,1.78623,6.17613,***
30_45,6,>30 °C,>30 °C,hot,29,male,2,Men,Hombres,0.0125882,0.0165652,0.447,1.25882,-1.98796,4.50561,
30_45,6,>30 °C,>30 °C,hot,30,female,1,Women,Mujeres,0.0370585,0.0117024,0.00154,3.70585,1.41217,5.99953,***
30_45,6,>30 °C,>30 °C,hot,30,male,2,Men,Hombres,0.00957843,0.0158816,0.546,0.957843,-2.15496,4.07065,
